frame,time_min,hyphal_area_px,hyphal_area_um2,hyphal_length_px,hyphal_length_um,branch_points,tip_count,skan_graph_branches,skan_terminal_branches,skan_junction_to_junction_branches,length_growth_um_per_min,area_growth_um2_per_min,branch_growth_per_min
17,17.0,27191,27191.0,1676.661038331599,1676.661038331599,20,25,44,21,17,52.69848480983501,268.0,1.0
18,18.0,27639,27639.0,1788.614357137373,1788.614357137373,28,20,58,20,35,111.95331880577396,448.0,8.0
19,19.0,28216,28216.0,1816.7859300126267,1816.7859300126267,24,30,54,26,25,28.171572875253787,577.0,-4.0
20,20.0,28671,28671.0,1830.9280656363576,1830.9280656363576,24,25,53,21,27,14.142135623730837,455.0,0.0
21,21.0,29331,29331.0,1965.881384442132,1965.881384442132,30,24,69,22,44,134.95331880577442,660.0,6.0
22,22.0,29514,29514.0,1911.6976182580581,1911.6976182580581,30,35,73,28,37,-54.183766184073875,183.0,0.0
23,23.0,30102,30102.0,1916.8691911333124,1916.8691911333124,24,22,53,20,30,5.171572875254242,588.0,-6.0
24,24.0,30632,30632.0,2039.60930650349,2039.60930650349,34,24,67,23,43,122.74011537017759,530.0,10.0
25,25.0,31077,31077.0,1995.9524522539973,1995.9524522539973,28,24,60,24,33,-43.65685424949265,445.0,-6.0
26,26.0,31303,31303.0,2027.6093065034895,2027.6093065034895,31,22,65,22,40,31.6568542494922,226.0,3.0
27,27.0,31719,31719.0,2031.9818895055205,2031.9818895055205,27,23,70,21,47,4.372583002030979,416.0,-4.0
28,28.0,32068,32068.0,2049.6387437550125,2049.6387437550125,29,22,74,22,50,17.65685424949197,349.0,2.0
29,29.0,32601,32601.0,2071.7098115668778,2071.7098115668778,33,29,76,25,46,22.071067811865305,533.0,4.0
30,30.0,32861,32861.0,2082.5088014401013,2082.5088014401013,29,32,66,27,31,10.79898987322349,260.0,-4.0
31,31.0,33202,33202.0,2146.3077913133243,2146.3077913133243,34,25,76,24,49,63.798989873223036,341.0,5.0
32,32.0,33743,33743.0,2177.7220048756976,2177.7220048756976,29,23,76,23,51,31.414213562373334,541.0,-5.0
33,33.0,34096,34096.0,2210.663130372652,2210.663130372652,32,23,72,22,45,32.941125496954555,353.0,3.0
34,34.0,34316,34316.0,2242.834703247906,2242.834703247906,36,21,78,21,54,32.17157287525379,220.0,4.0
35,35.0,34619,34619.0,2257.805265996383,2257.805265996383,31,24,69,24,42,14.970562748476823,303.0,-5.0
36,36.0,35126,35126.0,2262.76363543604,2262.76363543604,31,25,71,23,44,4.958369439657417,507.0,0.0
37,37.0,35424,35424.0,2326.917964368591,2326.917964368591,37,21,78,22,52,64.15432893255092,298.0,6.0
38,38.0,35612,35612.0,2306.2905473706214,2306.2905473706214,37,24,75,20,48,-20.627416997969704,188.0,0.0
39,39.0,36101,36101.0,2348.474313554695,2348.474313554695,39,23,78,20,50,42.18376618407365,489.0,2.0
40,40.0,36561,36561.0,2305.9474016201134,2305.9474016201134,35,24,68,21,43,-42.526911934581676,460.0,-4.0
41,41.0,36982,36982.0,2330.361615182487,2330.361615182487,31,27,77,26,48,24.41421356237379,421.0,-4.0
42,42.0,37288,37288.0,2309.0479066835023,2309.0479066835023,32,29,69,24,42,-21.31370849898485,306.0,1.0
43,43.0,37611,37611.0,2360.574818618083,2360.574818618083,30,24,71,21,47,51.52691193458077,323.0,-2.0
44,44.0,37782,37782.0,2310.0479066835023,2310.0479066835023,27,25,67,23,39,-50.52691193458077,171.0,-3.0
45,45.0,37771,37771.0,2357.0895372438454,2357.0895372438454,29,27,67,27,34,47.04163056034304,-11.0,2.0
46,46.0,38256,38256.0,2409.3738084913066,2409.3738084913066,37,31,87,29,52,52.28427124746122,485.0,8.0
