frame_index,time_min,bacteria_count,total_bacteria_area_px,mean_bacteria_area_px,tracks_active,mean_speed_um_per_min
501,501.0,10,1639,163.9,10,2.1523582357143995
502,502.0,10,1638,163.8,10,0.028346879520120306
503,503.0,10,1632,163.2,10,2.1240759870678705
504,504.0,9,1672,185.77777777777777,9,1.488644258519353
505,505.0,9,1641,182.33333333333334,9,1.0315055202625787
506,506.0,8,1632,204.0,8,0.9606207311071607
507,507.0,8,1616,202.0,8,1.393000736046474
508,508.0,8,1620,202.5,8,0.04602887062323263
509,509.0,8,1572,196.5,8,1.6584318541825727
510,510.0,8,1531,191.375,8,0.888134142180164
511,511.0,7,1457,208.14285714285714,7,0.7798210189271834
512,512.0,7,1507,215.28571428571428,7,1.0540005822420329
513,513.0,8,1433,179.125,8,1.3533493643409602
514,514.0,8,1435,179.375,8,0.013192575914264537
515,515.0,7,1419,202.71428571428572,7,0.8810258546229282
516,516.0,7,1407,201.0,7,1.278863154241026
517,517.0,7,1406,200.85714285714286,7,1.3413816850955944
518,518.0,7,1407,201.0,7,1.340688585449094
519,519.0,7,1405,200.71428571428572,7,0.9380866967418667
520,520.0,7,1409,201.28571428571428,7,0.03815952071158929
521,521.0,7,1413,201.85714285714286,7,0.968121872713232
522,522.0,7,1398,199.71428571428572,7,1.3071009119390955
523,523.0,7,1403,200.42857142857142,7,2.098939086725209
524,524.0,7,1380,197.14285714285714,7,2.377354070398541
525,525.0,7,1376,196.57142857142858,7,2.765388376348045
526,526.0,7,1376,196.57142857142858,7,0.0
527,527.0,7,1378,196.85714285714286,7,2.480372069116636
528,528.0,7,1412,201.71428571428572,7,2.681035252099133
529,529.0,7,1425,203.57142857142858,7,1.7890556055275917
530,530.0,7,1428,204.0,7,1.8041560922291795
531,531.0,7,1443,206.14285714285714,7,1.171081744473559
532,532.0,7,1445,206.42857142857142,7,0.051087258958293344
533,533.0,7,1424,203.42857142857142,7,1.7327394620435275
534,534.0,7,1416,202.28571428571428,7,2.0838356340826323
535,535.0,7,1397,199.57142857142858,7,3.3081693387750852
536,536.0,7,1408,201.14285714285714,7,2.7207507033988505
537,537.0,7,1423,203.28571428571428,7,2.6934664151802368
538,538.0,7,1421,203.0,7,0.017944484870057287
539,539.0,7,1443,206.14285714285714,7,2.4327653869194066
540,540.0,7,1418,202.57142857142858,7,2.674871303533826
541,541.0,7,1432,204.57142857142858,7,2.8037232698944043
542,542.0,6,1449,241.5,6,1.4122712239703639
543,543.0,6,1466,244.33333333333334,6,1.0283394504567502
544,544.0,6,1466,244.33333333333334,6,0.039745462522737765
545,545.0,7,1446,206.57142857142858,7,1.5840515550235903
546,546.0,7,1430,204.28571428571428,7,1.9832628256185088
547,547.0,7,1411,201.57142857142858,7,1.5197524127852888
548,548.0,7,1428,204.0,7,1.456733428236571
549,549.0,7,1418,202.57142857142858,7,1.296688581907058
550,550.0,7,1418,202.57142857142858,7,0.024776882598229633
551,551.0,7,1423,203.28571428571428,7,1.6484259041428473
552,552.0,6,1411,235.16666666666666,6,1.7986504298244748
553,553.0,6,1313,218.83333333333334,6,1.5491971422221402
554,554.0,6,1395,232.5,6,5.342427165564561
555,555.0,5,1459,291.8,5,0.9014966546632657
556,556.0,5,1459,291.8,5,0.0
557,557.0,5,1423,284.6,5,0.2926434303967381
558,558.0,5,1517,303.4,5,0.21677715256677937
559,559.0,6,1462,243.66666666666666,6,1.5153503500331875
560,560.0,6,1428,238.0,6,3.4055168485566996
561,561.0,7,1387,198.14285714285714,7,3.9125685853042556
562,562.0,7,1383,197.57142857142858,7,0.021141863576097535
563,563.0,7,1370,195.71428571428572,7,3.068992582302146
564,564.0,7,1399,199.85714285714286,7,3.1712160396212186
565,565.0,6,1402,233.66666666666666,6,5.128470221702596
566,566.0,6,1399,233.16666666666666,6,2.5652479564021036
567,567.0,6,1353,225.5,6,3.6049726051038715
568,568.0,6,1356,226.0,6,0.012086092848600344
569,569.0,6,1354,225.66666666666666,6,2.8874518191214116
570,570.0,6,1365,227.5,6,2.7326505269090178
571,571.0,6,1365,227.5,6,2.5384686334227866
572,572.0,6,1386,231.0,6,2.9092176383753507
573,573.0,6,1384,230.66666666666666,6,2.7606034510231248
574,574.0,6,1388,231.33333333333334,6,0.014333823271445495
575,575.0,6,1379,229.83333333333334,6,2.3062791997580265
576,576.0,6,1388,231.33333333333334,6,2.6233692204772416
577,577.0,6,1390,231.66666666666666,6,2.447678418334569
578,578.0,6,1403,233.83333333333334,6,2.885879199988128
579,579.0,7,1489,212.71428571428572,7,2.734511671043638
580,580.0,7,1489,212.71428571428572,7,0.0
581,581.0,7,1522,217.42857142857142,7,4.137764098394707
582,582.0,7,1535,219.28571428571428,7,3.549804444576228
583,583.0,7,1535,219.28571428571428,7,3.3874257831612558
584,584.0,7,1544,220.57142857142858,7,3.740183397003787
585,585.0,7,1560,222.85714285714286,7,3.9655567491435413
586,586.0,7,1563,223.28571428571428,7,0.01227235118777156
587,587.0,7,1560,222.85714285714286,7,3.43592275965636
588,588.0,7,1568,224.0,7,3.708382105349158
589,589.0,7,1574,224.85714285714286,7,3.229280298305263
590,590.0,7,1625,232.14285714285714,7,3.391581871602753
591,591.0,7,1631,233.0,7,2.257229714022609
592,592.0,7,1632,233.14285714285714,7,0.02189367302652418
593,593.0,7,1598,228.28571428571428,7,1.933952035570967
594,594.0,7,1537,219.57142857142858,7,1.7103757081154183
595,595.0,7,1503,214.71428571428572,7,1.8139828714132713
596,596.0,7,1468,209.71428571428572,7,2.1920112752923546
597,597.0,7,1466,209.42857142857142,7,2.89548274063821
598,598.0,7,1426,203.71428571428572,7,0.14136612003177998
599,599.0,7,1427,203.85714285714286,7,2.5762789330031075
600,600.0,7,1416,202.28571428571428,7,3.1151042237398667
601,601.0,7,1420,202.85714285714286,7,3.1236255355909726
602,602.0,7,1433,204.71428571428572,7,3.0783325342358405
603,603.0,7,1402,200.28571428571428,7,2.8179508606785326
604,604.0,8,1443,180.375,8,2.621651230076374
605,605.0,8,1443,180.375,8,0.0
606,606.0,8,1449,181.125,8,3.3462130073157597
607,607.0,9,1499,166.55555555555554,9,3.2514197255783484
608,608.0,8,1539,192.375,8,3.587399391624036
609,609.0,8,1546,193.25,8,3.2783833110919387
610,610.0,9,1583,175.88888888888889,9,2.9087670392738167
611,611.0,9,1582,175.77777777777777,9,0.006071682856876144
612,612.0,9,1631,181.22222222222223,9,2.8432539097310583
613,613.0,8,1686,210.75,8,2.0794474269757264
614,614.0,8,1687,210.875,8,2.0508356462180464
615,615.0,9,1563,173.66666666666666,9,3.8896031276759784
616,616.0,10,1658,165.8,10,4.583018998184546
617,617.0,10,1652,165.2,10,0.019569140142303282
618,618.0,9,1536,170.66666666666666,9,3.947237947742968
619,619.0,9,1554,172.66666666666666,9,3.454649782295794
620,620.0,10,1585,158.5,10,4.2816534460114575
621,621.0,10,1658,165.8,10,5.360876622599674
622,622.0,9,1615,179.44444444444446,9,4.300593990156399
623,623.0,9,1619,179.88888888888889,9,0.027694407222926664
624,624.0,9,1758,195.33333333333334,9,4.332197897848181
625,625.0,8,1797,224.625,8,2.055518968897123
626,626.0,8,1820,227.5,8,2.614049800160671
627,627.0,9,1723,191.44444444444446,9,3.1741157283734664
628,628.0,10,1562,156.2,10,3.729995349409759
629,629.0,10,1562,156.2,10,0.0030201342281884536
630,630.0,9,1618,179.77777777777777,9,3.8495666490154576
631,631.0,10,1525,152.5,10,3.5792027576372316
632,632.0,10,1641,164.1,10,4.13634322003946
633,633.0,10,1620,162.0,10,4.835856317583112
634,634.0,10,1549,154.9,10,5.45749767117575
635,635.0,10,1550,155.0,10,0.0018969475656288935
636,636.0,10,1543,154.3,10,4.458462895644243
637,637.0,9,1652,183.55555555555554,9,2.702643503572977
638,638.0,9,1632,181.33333333333334,9,4.462365353929777
639,639.0,10,1596,159.6,10,5.020312890564346
640,640.0,10,1693,169.3,10,4.834702247772894
641,641.0,10,1699,169.9,10,0.07101899641276435
642,642.0,10,1729,172.9,10,4.708023841686005
643,643.0,11,1692,153.8181818181818,11,5.032416793542653
644,644.0,11,1668,151.63636363636363,11,4.691874651023628
645,645.0,11,1683,153.0,11,5.0641741995277245
646,646.0,11,1686,153.27272727272728,11,4.29007565726772
647,647.0,11,1687,153.36363636363637,11,0.002971201743948765
648,648.0,11,1689,153.54545454545453,11,3.9507347272174114
649,649.0,10,1741,174.1,10,6.080187510731846
650,650.0,10,1748,174.8,10,4.474257416671952
651,651.0,9,1703,189.22222222222223,9,4.471786933736052
652,652.0,8,1702,212.75,8,4.902331357732088
