frame_index,object_id_temp,centroid_x_px,centroid_y_px,area_px,equivalent_diameter_px,bbox_x,bbox_y,bbox_width,bbox_height,mean_intensity
1,5,1089.8985507246377,314.1304347826087,69,9.373021315815206,1083,312,15,6,99.27536231884058
1,6,746.0940598779557,345.2831331045004,20976,163.42421084516448,0,312,1280,84,114.91294813119755
1,7,342.322188449848,320.67173252279633,329,20.466944330257718,328,314,29,14,115.55015197568389
1,8,295.19924812030075,333.5827067669173,266,18.403307281560924,277,328,36,11,120.4172932330827
1,9,835.2692307692307,335.88461538461536,26,5.753627391751592,833,333,6,6,99.6923076923077
1,10,608.0,334.5,2,1.5957691216057308,608,334,1,2,100.5
1,11,627.9565217391304,338.39130434782606,23,5.4115163798060095,626,336,5,6,102.8695652173913
1,12,694.0,339.5,10,3.5682482323055424,693,338,3,4,96.6
1,13,582.2978723404256,342.27659574468083,47,7.735777827895049,579,339,7,9,107.36170212765957
1,14,554.8888888888889,341.6666666666667,9,3.385137501286538,554,340,3,4,98.44444444444444
1,15,1096.4285714285713,341.2857142857143,7,2.985410660720923,1096,340,2,4,96.71428571428571
1,16,233.61065573770492,351.1024590163934,244,17.625846048215095,211,346,42,14,107.61475409836065
1,17,349.0851063829787,348.63829787234044,47,7.735777827895049,345,346,9,6,107.23404255319149
1,18,402.84,352.96,25,5.641895835477563,401,350,5,7,104.52
1,19,444.3333333333333,350.6666666666667,3,1.9544100476116797,444,350,2,2,99.0
1,20,79.3012912482066,365.3845050215208,697,29.790064831759068,0,351,137,33,108.17647058823529
1,21,332.90909090909093,351.8181818181818,11,3.742410318509555,331,351,5,3,104.9090909090909
1,22,413.5,351.5,8,3.1915382432114616,412,351,4,2,99.75
1,23,451.6666666666667,351.6666666666667,3,1.9544100476116797,451,351,2,2,97.33333333333333
1,24,491.1034482758621,355.2413793103448,29,6.076507779746499,489,352,5,8,97.55172413793103
1,25,166.9770992366412,363.4351145038168,393,22.36924542940416,134,353,71,28,114.38931297709924
1,26,267.2857142857143,357.0,7,2.985410660720923,266,356,3,3,96.14285714285714
1,27,205.34615384615384,365.65384615384613,26,5.753627391751592,203,363,6,6,100.46153846153847
1,28,559.0952380952381,370.0833333333333,84,10.341765891652821,552,367,15,7,118.75
1,29,37.0,369.0,9,3.385137501286538,36,368,3,3,98.0
1,30,52.666666666666664,373.3333333333333,3,1.9544100476116797,52,373,2,2,97.33333333333333
1,31,89.83333333333333,373.8333333333333,6,2.763953195770684,89,373,3,3,104.33333333333333
1,32,63.5,375.7142857142857,14,4.222008245644752,62,374,4,4,102.42857142857143
1,33,106.54545454545455,376.8636363636364,22,5.292567428401227,104,375,6,5,105.72727272727273
1,34,69.66666666666667,380.1111111111111,9,3.385137501286538,68,379,4,3,102.11111111111111
2,1,1253.7761194029852,296.2039800995025,603,27.70854462932514,1229,289,49,15,117.636815920398
2,2,828.1069958847737,302.24691358024694,486,24.875578761936154,809,293,41,19,124.87860082304526
2,3,1031.5397225725094,312.5018915510719,793,31.775445850136926,1009,299,44,25,136.3190416141236
2,4,1204.4470588235295,301.74117647058824,85,10.403141895720198,1195,299,20,6,103.49411764705883
2,5,1089.8985507246377,314.1304347826087,69,9.373021315815206,1083,312,15,6,99.27536231884058
2,6,746.0940598779557,345.2831331045004,20976,163.42421084516448,0,312,1280,84,114.91294813119755
2,7,342.322188449848,320.67173252279633,329,20.466944330257718,328,314,29,14,115.55015197568389
2,8,295.19924812030075,333.5827067669173,266,18.403307281560924,277,328,36,11,120.4172932330827
2,9,835.2692307692307,335.88461538461536,26,5.753627391751592,833,333,6,6,99.6923076923077
2,10,608.0,334.5,2,1.5957691216057308,608,334,1,2,100.5
2,11,627.9565217391304,338.39130434782606,23,5.4115163798060095,626,336,5,6,102.8695652173913
2,12,694.0,339.5,10,3.5682482323055424,693,338,3,4,96.6
2,13,582.2978723404256,342.27659574468083,47,7.735777827895049,579,339,7,9,107.36170212765957
2,14,554.8888888888889,341.6666666666667,9,3.385137501286538,554,340,3,4,98.44444444444444
2,15,1096.4285714285713,341.2857142857143,7,2.985410660720923,1096,340,2,4,96.71428571428571
2,16,233.61065573770492,351.1024590163934,244,17.625846048215095,211,346,42,14,107.61475409836065
2,17,349.0851063829787,348.63829787234044,47,7.735777827895049,345,346,9,6,107.23404255319149
2,18,402.84,352.96,25,5.641895835477563,401,350,5,7,104.52
2,19,444.3333333333333,350.6666666666667,3,1.9544100476116797,444,350,2,2,99.0
2,20,79.3012912482066,365.3845050215208,697,29.790064831759068,0,351,137,33,108.17647058823529
2,21,332.90909090909093,351.8181818181818,11,3.742410318509555,331,351,5,3,104.9090909090909
2,22,413.5,351.5,8,3.1915382432114616,412,351,4,2,99.75
2,23,451.6666666666667,351.6666666666667,3,1.9544100476116797,451,351,2,2,97.33333333333333
2,24,491.1034482758621,355.2413793103448,29,6.076507779746499,489,352,5,8,97.55172413793103
2,25,166.9770992366412,363.4351145038168,393,22.36924542940416,134,353,71,28,114.38931297709924
2,26,267.2857142857143,357.0,7,2.985410660720923,266,356,3,3,96.14285714285714
2,27,205.34615384615384,365.65384615384613,26,5.753627391751592,203,363,6,6,100.46153846153847
2,28,559.0952380952381,370.0833333333333,84,10.341765891652821,552,367,15,7,118.75
2,29,37.0,369.0,9,3.385137501286538,36,368,3,3,98.0
2,30,52.666666666666664,373.3333333333333,3,1.9544100476116797,52,373,2,2,97.33333333333333
2,31,89.83333333333333,373.8333333333333,6,2.763953195770684,89,373,3,3,104.33333333333333
2,32,63.5,375.7142857142857,14,4.222008245644752,62,374,4,4,102.42857142857143
2,33,106.54545454545455,376.8636363636364,22,5.292567428401227,104,375,6,5,105.72727272727273
2,34,69.66666666666667,380.1111111111111,9,3.385137501286538,68,379,4,3,102.11111111111111
3,1,1249.4870259481038,302.3053892215569,501,25.25654394235911,1216,295,64,13,96.24151696606786
3,2,1183.4472573839662,303.84388185654007,237,17.371176474327626,1171,298,26,13,125.27848101265823
3,3,1055.2687747035573,318.8359683794466,506,25.38226171238474,1035,305,39,27,121.78458498023716
3,4,956.0967741935484,320.6989247311828,93,10.881694613449236,947,318,20,6,76.78494623655914
3,5,387.0,324.95384615384614,195,15.756957549709801,375,320,25,11,104.97435897435898
3,6,292.80607476635515,331.25467289719626,428,23.34408972623798,265,322,55,17,102.16822429906541
3,7,246.87755102040816,333.51020408163265,49,7.898654169668588,241,331,13,6,68.51020408163265
3,8,559.5,365.5,92,10.823032759612019,554,360,12,12,91.70652173913044
4,1,1270.7371134020618,301.71649484536084,194,15.716503163191918,1261,295,19,14,131.94329896907217
4,2,1192.1447368421052,302.69736842105266,228,17.03815178355966,1180,298,25,11,128.28070175438597
4,3,1234.4516129032259,303.0967741935484,279,18.847647942942654,1215,299,40,9,78.59139784946237
4,4,1053.562091503268,319.77777777777777,459,24.17471718621419,1035,306,36,26,129.29847494553377
4,5,969.6585365853658,321.9268292682927,82,10.217907939900583,961,319,18,6,76.26829268292683
4,6,386.8540540540541,324.8918918918919,185,15.347615963921077,375,320,25,11,106.5945945945946
4,7,291.9855769230769,331.25721153846155,416,23.014509567006368,263,323,57,16,103.43028846153847
4,8,254.44444444444446,332.44444444444446,45,7.569397566060481,249,330,13,6,69.77777777777777
4,9,559.5222222222222,365.4888888888889,90,10.704744696916627,554,360,12,12,92.64444444444445
5,1,1271.570731707317,303.0731707317073,205,16.15593100600236,1263,296,17,16,133.68780487804878
5,2,1218.9707495429616,302.6526508226691,547,26.390567083147985,1188,297,67,11,99.97257769652651
5,3,1055.3801452784503,320.0242130750605,413,22.93137440223813,1038,306,34,27,124.00242130750605
5,4,386.3636363636364,324.90909090909093,187,15.430353037616328,374,320,25,11,105.92513368983957
5,5,983.3617021276596,323.90425531914894,94,10.940041919714261,975,321,17,7,80.5
5,6,288.3184584178499,330.98782961460444,493,25.05408341078227,255,322,65,17,99.3184584178499
5,7,1026.2727272727273,324.45454545454544,11,3.742410318509555,1024,324,6,2,59.0
5,8,559.5,365.5,92,10.823032759612019,554,360,12,12,91.70652173913044
6,1,1222.88416988417,302.4864864864865,518,25.68147355921802,1197,296,58,13,108.28571428571429
6,2,1272.0795454545455,305.45454545454544,176,14.96964127403822,1264,300,16,12,137.26136363636363
6,3,1055.2205882352941,319.4901960784314,408,22.792141940852034,1038,305,33,28,125.12990196078431
6,4,386.5549738219895,324.73298429319374,191,15.594510349620345,374,319,25,12,106.7696335078534
6,5,288.2859960552268,330.905325443787,507,25.40733061895184,258,322,62,17,100.42209072978304
6,6,997.8855421686746,325.39156626506025,166,14.538148590038452,985,322,27,8,77.73493975903614
6,7,559.5795454545455,365.2613636363636,88,10.585134856802455,554,360,12,11,92.68181818181819
7,1,1226.4588744588746,302.8874458874459,462,24.253590861306396,1205,297,50,13,114.22727272727273
7,2,1273.5704225352113,306.32394366197184,142,13.446189622059965,1267,300,13,13,134.5
7,3,1055.243842364532,319.5935960591133,406,22.736210219877808,1038,305,33,28,125.4704433497537
7,4,386.2315789473684,324.5578947368421,190,15.553633450087505,374,319,25,12,107.72631578947369
7,5,288.7550607287449,331.10323886639674,494,25.079480359432697,260,322,60,17,100.84615384615384
7,6,1008.2826086956521,326.89130434782606,46,7.653039857325812,1002,325,13,5,65.56521739130434
7,7,559.6436781609195,365.2183908045977,87,10.524820207108489,554,360,12,11,93.11494252873563
8,1,1226.4588744588746,302.8874458874459,462,24.253590861306396,1205,297,50,13,114.22727272727273
8,2,1273.5704225352113,306.32394366197184,142,13.446189622059965,1267,300,13,13,134.5
8,3,1055.243842364532,319.5935960591133,406,22.736210219877808,1038,305,33,28,125.4704433497537
8,4,386.2315789473684,324.5578947368421,190,15.553633450087505,374,319,25,12,107.72631578947369
8,5,288.8161616161616,331.08484848484846,495,25.104851615652017,260,322,60,17,100.77373737373738
8,6,1008.3191489361702,326.93617021276594,47,7.735777827895049,1002,325,13,5,65.91489361702128
8,7,559.6436781609195,365.2183908045977,87,10.524820207108489,554,360,12,11,93.11494252873563
9,1,1229.3492063492063,301.6746031746032,504,25.332049473868512,1210,293,45,17,114.9265873015873
9,2,1275.081818181818,304.1090909090909,110,11.834540545406394,1269,298,11,14,132.4
9,3,1050.610902255639,320.27255639097746,532,26.026206750102993,1023,305,48,28,116.30451127819549
9,4,385.9896373056995,324.4145077720207,193,15.67594437773643,374,319,25,12,106.19689119170984
9,5,289.0682261208577,330.9317738791423,513,25.557227675339483,264,321,56,18,99.6140350877193
9,6,964.5,321.5,20,5.046265044040321,960,321,10,2,61.6
9,7,559.5164835164835,365.43956043956047,91,10.764051215546116,554,360,12,12,92.24175824175825
10,1,1232.3221757322176,300.6673640167364,478,24.669991941291908,1215,292,39,16,121.41213389121339
10,2,1275.9259259259259,303.17283950617286,81,10.155412503859614,1271,298,9,12,131.90123456790124
10,3,1052.8148148148148,319.3395061728395,486,24.875578761936154,1034,305,37,28,130.65637860082305
10,4,385.49171270718233,324.3370165745856,181,15.180789096653193,373,319,25,11,110.1878453038674
10,5,950.0,320.75,8,3.1915382432114616,948,320,6,2,61.75
10,6,290.16733870967744,330.82459677419354,496,25.13019725725687,265,322,55,18,98.89314516129032
10,7,559.7738095238095,365.25,84,10.341765891652821,554,360,12,11,95.53571428571429
11,1,1234.951754385965,300.99122807017545,456,24.095585330081406,1216,293,38,16,121.65789473684211
11,2,1277.2790697674418,305.5581395348837,43,7.399277020331919,1275,301,5,10,105.09302325581395
11,3,1054.5658436213992,318.3477366255144,486,24.875578761936154,1037,304,33,27,134.9485596707819
11,4,385.3626373626374,324.4010989010989,182,15.222667215103916,373,320,25,10,110.56593406593407
11,5,293.7647058823529,323.47058823529414,34,6.579524642479541,289,322,10,4,71.52941176470588
11,6,292.50970873786406,331.7354368932039,412,22.903595622322865,265,323,55,16,104.43446601941747
11,7,559.7590361445783,365.31325301204816,83,10.280023453913834,554,360,12,11,95.95180722891567
12,1,1236.568376068376,301.3525641025641,468,24.410573670769317,1215,293,40,16,118.56837606837607
12,2,1057.3195691202873,316.74865350089766,557,26.63070457981699,1036,302,45,26,112.31418312387791
12,3,1277.7857142857142,307.2142857142857,28,5.970821321441846,1276,303,4,9,89.28571428571429
12,4,294.7837301587302,330.1845238095238,504,25.332049473868512,265,318,55,22,95.99007936507937
12,5,384.885,324.55,200,15.957691216057308,372,320,26,10,105.88
12,6,559.5842696629213,365.314606741573,89,10.645107772184812,554,360,12,11,92.26966292134831
13,1,1238.9702127659575,301.97446808510637,470,24.462677409178383,1216,294,42,16,117.17872340425532
13,2,1053.2172839506172,315.25925925925924,405,22.708192698181442,1036,301,33,27,126.19506172839506
13,3,1088.566265060241,319.28915662650604,83,10.280023453913834,1080,317,18,6,73.73493975903614
13,4,295.53203883495144,330.40388349514564,515,25.60699837034026,265,318,56,22,95.81359223300971
13,5,384.83505154639175,324.05670103092785,194,15.716503163191918,372,320,26,9,106.9639175257732
13,6,559.5795454545455,365.2613636363636,88,10.585134856802455,554,360,12,11,92.75
14,1,1238.9025423728813,301.97033898305085,472,24.514670406003766,1215,294,43,16,117.07627118644068
14,2,1053.2172839506172,315.25925925925924,405,22.708192698181442,1036,301,33,27,126.24444444444444
14,3,1088.566265060241,319.28915662650604,83,10.280023453913834,1080,317,18,6,73.73493975903614
14,4,295.53203883495144,330.40388349514564,515,25.60699837034026,265,318,56,22,95.81359223300971
14,5,384.83505154639175,324.05670103092785,194,15.716503163191918,372,320,26,9,106.9639175257732
14,6,559.5795454545455,365.2613636363636,88,10.585134856802455,554,360,12,11,92.75
15,1,1240.7002141327623,302.47537473233405,467,24.384480051691096,1215,295,47,15,112.3576017130621
15,2,1053.0048661800486,314.985401459854,411,22.875783109789968,1036,301,33,27,124.0389294403893
15,3,1105.0879120879122,316.9340659340659,91,10.764051215546116,1096,314,19,7,72.92307692307692
15,4,296.6120527306968,330.27495291902073,531,26.001734523957655,265,318,57,22,92.86252354048965
15,5,384.7142857142857,324.0765306122449,196,15.797308339337176,372,320,26,9,105.67857142857143
15,6,559.5842696629213,365.314606741573,89,10.645107772184812,554,360,12,11,92.26966292134831
16,1,1241.2920168067226,302.86344537815125,476,24.61832697999475,1215,296,48,14,113.15966386554622
16,2,1052.8316831683169,315.04455445544556,404,22.680140565547774,1036,301,32,27,125.89851485148515
16,3,1119.8202247191011,314.6741573033708,89,10.645107772184812,1111,312,19,6,74.6067415730337
16,4,297.3064833005894,330.8624754420432,509,25.45739437315213,265,319,61,21,94.39292730844794
16,5,384.44559585492226,323.9378238341969,193,15.67594437773643,372,320,26,9,106.63730569948187
16,6,559.5842696629213,365.314606741573,89,10.645107772184812,554,360,12,11,92.26966292134831
17,1,1241.7110187110188,303.5155925155925,481,24.747287144606645,1215,296,48,15,111.27442827442827
17,2,1052.5461165048544,315.24514563106794,412,22.903595622322865,1035,301,33,28,125.49514563106796
17,3,1135.6493506493507,312.24675324675326,77,9.901487006738307,1128,309,16,7,74.58441558441558
17,4,384.4157894736842,324.18947368421055,190,15.553633450087505,372,320,26,9,107.32105263157895
17,5,297.87140115163146,331.1957773512476,521,25.75573339679963,265,321,62,19,95.82149712092131
17,6,559.5842696629213,365.314606741573,89,10.645107772184812,554,360,12,11,92.26966292134831
18,1,1243.4265873015872,303.9265873015873,504,25.332049473868512,1215,295,51,18,107.30555555555556
18,2,1052.2119047619049,315.2857142857143,420,23.12489154112443,1035,301,33,28,123.65
18,3,825.75,306.375,8,3.1915382432114616,823,306,6,2,59.75
18,4,1146.1176470588234,311.2352941176471,85,10.403141895720198,1138,309,18,6,72.72941176470589
18,5,297.7450199203187,331.3446215139442,502,25.281737508665255,265,319,69,21,95.62350597609561
18,6,383.9949494949495,324.54545454545456,198,15.877702285203682,371,320,26,10,105.04040404040404
18,7,559.5842696629213,365.314606741573,89,10.645107772184812,554,360,12,11,92.26966292134831
19,1,1244.605882352941,303.85686274509806,510,25.482389366284572,1215,295,53,18,103.77450980392157
19,2,1052.5579710144928,315.20772946859904,414,22.959119571977435,1035,301,33,28,123.85990338164251
19,3,816.8,305.6,5,2.5231325220201604,816,305,3,2,56.6
19,4,1160.141304347826,308.8478260869565,92,10.823032759612019,1151,306,19,7,73.58695652173913
19,5,341.5625,320.4375,16,4.51351666838205,338,320,9,2,60.3125
19,6,383.86206896551727,324.58620689655174,203,16.07692842495848,371,320,26,10,104.61576354679804
19,7,293.13053613053614,332.35897435897436,429,23.371344948277684,265,325,57,15,100.43822843822844
19,8,559.5842696629213,365.314606741573,89,10.645107772184812,554,360,12,11,92.26966292134831
20,1,1244.605882352941,303.85686274509806,510,25.482389366284572,1215,295,53,18,103.77450980392157
20,2,1052.5579710144928,315.20772946859904,414,22.959119571977435,1035,301,33,28,123.85990338164251
20,3,816.8,305.6,5,2.5231325220201604,816,305,3,2,56.6
20,4,1160.141304347826,308.8478260869565,92,10.823032759612019,1151,306,19,7,73.58695652173913
20,5,341.5625,320.4375,16,4.51351666838205,338,320,9,2,60.3125
20,6,383.86206896551727,324.58620689655174,203,16.07692842495848,371,320,26,10,104.61576354679804
20,7,293.13053613053614,332.35897435897436,429,23.371344948277684,265,325,57,15,100.43822843822844
20,8,559.5842696629213,365.314606741573,89,10.645107772184812,554,360,12,11,92.26966292134831
21,1,1245.1491395793498,303.4474187380497,523,25.805121233904135,1216,294,52,19,101.23518164435947
21,2,1052.3990610328638,315.13849765258215,426,23.28948359361322,1035,301,33,28,122.25352112676056
21,3,1171.566265060241,306.51807228915663,83,10.280023453913834,1163,304,18,6,73.65060240963855
21,4,808.6086956521739,306.95652173913044,23,5.4115163798060095,803,306,12,3,57.608695652173914
21,5,356.03125,320.0625,32,6.383076486422923,351,318,11,5,58.5625
21,6,384.3137254901961,324.62254901960785,204,16.11647812414279,372,320,26,10,103.74509803921569
21,7,293.06018518518516,331.9328703703704,432,23.452920571340155,265,324,57,16,99.37731481481481
21,8,559.6444444444444,365.31111111111113,90,10.704744696916627,554,360,12,11,91.83333333333333
22,1,1244.9835164835165,302.84798534798534,546,26.366433043273013,1216,292,52,20,100.24358974358974
22,2,1052.3554502369668,314.7701421800948,422,23.179885415554555,1035,300,33,28,122.74881516587678
22,3,1184.2173913043478,304.0326086956522,92,10.823032759612019,1175,301,19,7,72.8695652173913
22,4,799.5625,306.625,32,6.383076486422923,794,305,13,4,58.03125
22,5,367.0851063829787,320.51063829787233,47,7.735777827895049,361,318,13,6,59.57446808510638
22,6,383.8644859813084,324.82710280373834,214,16.50676414605009,371,320,27,11,102.94392523364486
22,7,292.646511627907,331.4,430,23.398568422792877,265,323,55,16,98.1046511627907
22,8,559.6153846153846,365.3736263736264,91,10.764051215546116,554,360,12,12,91.3956043956044
23,1,1245.675,301.95178571428573,560,26.702324712498182,1216,291,53,18,100.31964285714285
23,2,1051.978672985782,314.50710900473933,422,23.179885415554555,1034,300,34,28,122.89573459715639
23,3,1193.8144329896907,302.4226804123711,97,11.11324596323283,1185,300,19,6,74.95876288659794
23,4,788.3846153846154,305.96153846153845,26,5.753627391751592,783,305,11,3,56.80769230769231
23,5,380.67832167832165,323.93356643356645,286,19.08262324195121,364,316,33,17,93.9895104895105
23,6,292.556338028169,331.1713615023474,426,23.28948359361322,265,322,55,17,97.80985915492958
23,7,559.6153846153846,365.3736263736264,91,10.764051215546116,554,360,12,12,91.3956043956044
24,1,1239.0179640718563,302.1976047904192,668,29.163744887841286,1197,294,76,14,100.187125748503
24,2,1052.3595238095238,314.1595238095238,420,23.12489154112443,1035,300,33,27,123.5904761904762
24,3,780.2666666666667,308.26666666666665,15,4.370193722368317,777,307,8,4,56.266666666666666
24,4,369.8783783783784,319.35135135135135,74,9.706684619910241,362,316,16,8,68.44594594594595
24,5,383.6729857819905,326.49289099526067,211,16.39065416446578,371,321,26,12,102.75355450236967
24,6,292.43809523809523,331.1380952380952,420,23.12489154112443,265,322,55,17,98.16666666666667
24,7,559.6444444444444,365.31111111111113,90,10.704744696916627,554,360,12,11,91.83333333333333
25,1,1242.0618556701031,302.47717231222384,679,29.40288507740653,1209,294,64,17,104.31369661266568
25,2,1052.1359223300972,314.1796116504854,412,22.903595622322865,1035,300,33,27,124.83980582524272
25,3,779.8333333333334,309.3333333333333,6,2.763953195770684,778,309,5,2,58.666666666666664
25,4,382.0814814814815,325.25555555555553,270,18.5411616971131,367,317,30,17,93.21481481481482
25,5,292.30238095238093,331.1380952380952,420,23.12489154112443,265,321,54,18,98.4
25,6,559.5842696629213,365.314606741573,89,10.645107772184812,554,360,12,11,92.26966292134831
26,1,1242.0618556701031,302.47717231222384,679,29.40288507740653,1209,294,64,17,104.31369661266568
26,2,1052.1670702179176,314.1452784503632,413,22.93137440223813,1035,300,33,27,125.05084745762711
26,3,779.8333333333334,309.3333333333333,6,2.763953195770684,778,309,5,2,58.666666666666664
26,4,382.0814814814815,325.25555555555553,270,18.5411616971131,367,317,30,17,93.21481481481482
26,5,292.23809523809524,331.15,420,23.12489154112443,264,321,55,18,98.54047619047618
26,6,559.5842696629213,365.314606741573,89,10.645107772184812,554,360,12,11,92.26966292134831
27,1,1246.548480463097,302.3849493487699,691,29.661566469288122,1215,295,65,16,104.39073806078147
27,2,1052.5035971223022,314.0071942446043,417,23.04215463350949,1035,300,33,27,123.81055155875299
27,3,384.6798561151079,326.94604316546764,278,18.81384047546846,371,319,29,17,95.88489208633094
27,4,292.29638554216865,331.13734939759036,415,22.98683125324351,265,321,54,18,98.36867469879518
27,5,559.5842696629213,365.314606741573,89,10.645107772184812,554,360,12,11,92.26966292134831
28,1,1237.2634146341463,302.0365853658537,410,22.847936741452536,1216,295,39,14,91.69024390243902
28,2,1271.225641025641,304.38461538461536,195,15.756957549709801,1261,299,19,13,127.04615384615384
28,3,1052.3675417661098,313.9284009546539,419,23.09734550211416,1035,300,33,27,124.23627684964201
28,4,292.29638554216865,331.13734939759036,415,22.98683125324351,265,321,54,18,98.36867469879518
28,5,386.3814432989691,327.55670103092785,291,19.248706645328987,375,321,26,15,99.66323024054982
28,6,559.5842696629213,365.314606741573,89,10.645107772184812,554,360,12,11,92.26966292134831
29,1,1240.7681818181818,302.02272727272725,440,23.66908109081279,1215,295,50,14,81.85227272727273
29,2,1275.2659574468084,304.0531914893617,94,10.940041919714261,1270,299,10,12,117.94680851063829
29,3,1052.5138248847927,313.84331797235023,434,23.507147049675353,1035,300,34,27,119.88018433179724
29,4,388.91849529780563,328.1442006269593,319,20.153496341094687,375,320,27,16,96.7115987460815
29,5,292.4147465437788,331.0783410138249,434,23.507147049675353,265,321,55,18,96.19815668202764
29,6,559.7204301075269,365.26881720430106,93,10.881694613449236,554,360,12,12,90.50537634408602
30,1,1247.8837638376383,302.51845018450183,542,26.26967516446403,1215,296,65,15,71.6070110701107
30,2,1052.3694690265486,313.429203539823,452,23.98967015655475,1035,299,34,28,117.06637168141593
30,3,730.71875,304.21875,32,6.383076486422923,724,302,13,6,50.96875
30,4,292.3801295896328,330.9848812095032,463,24.279825147895533,264,321,56,18,93.07127429805615
30,5,391.1077844311377,328.6556886227545,334,20.62188177498708,375,321,31,15,92.0119760479042
30,6,559.6470588235294,365.3627450980392,102,11.396070970426017,554,360,12,12,86.49019607843137
31,1,1271.4864864864865,300.0,111,11.888212206450685,1263,297,17,7,73.10810810810811
31,2,1052.2539325842697,313.5101123595506,445,23.803184606416586,1035,299,33,28,117.79775280898876
31,3,1234.6051779935276,303.7540453074434,309,19.83509564693766,1215,300,40,9,70.71521035598705
31,4,722.0,304.5,6,2.763953195770684,720,304,5,2,51.166666666666664
31,5,292.5420353982301,330.95353982300884,452,23.98967015655475,265,321,55,18,94.11725663716814
31,6,393.32214765100673,329.5704697986577,298,19.47884453275087,375,323,42,13,86.79530201342281
31,7,559.6732673267327,365.3960396039604,101,11.340070282773887,554,360,12,12,86.92079207920793
32,1,1271.4864864864865,300.0,111,11.888212206450685,1263,297,17,7,73.10810810810811
32,2,1052.2539325842697,313.5101123595506,445,23.803184606416586,1035,299,33,28,117.78426966292135
32,3,1234.6131147540984,303.7081967213115,305,19.706294962377495,1215,300,40,9,70.8360655737705
32,4,722.0,304.5,6,2.763953195770684,720,304,5,2,51.166666666666664
32,5,292.549889135255,330.9379157427938,451,23.96311821686732,265,321,55,18,94.02660753880266
32,6,393.32214765100673,329.5704697986577,298,19.47884453275087,375,323,42,13,86.88255033557047
