frame,time_min,hyphal_area_px,hyphal_area_um2,hyphal_length_px,hyphal_length_um,branch_points,raw_junction_pixel_count,normalized_branch_point_count,tip_count,skan_graph_branches,skan_terminal_branches,skan_junction_to_junction_branches,length_growth_um_per_min,area_growth_um2_per_min,branch_growth_per_min
24,24.0,29513,29513.0,1767.4600282048223,1767.4600282048223,13,41,13,14,32,12,15,46.45584412271546,380.0,0.0
25,25.0,29998,29998.0,1806.7737367038073,1806.7737367038073,14,52,14,14,37,12,19,39.31370849898508,485.0,1.0
26,26.0,30214,30214.0,1828.5727265770308,1828.5727265770308,13,53,13,14,37,12,19,21.79898987322349,216.0,-1.0
27,27.0,30693,30693.0,1808.3595231414338,1808.3595231414338,12,52,12,14,34,12,18,-20.213203435597052,479.0,-1.0
28,28.0,30940,30940.0,1817.7737367038071,1817.7737367038071,11,45,11,16,32,14,16,9.414213562373334,247.0,-1.0
29,29.0,31386,31386.0,1869.8153672641497,1869.8153672641497,15,60,15,14,37,12,18,52.04163056034258,446.0,4.0
30,30.0,31595,31595.0,1882.229580826523,1882.229580826523,15,60,15,14,37,12,19,12.414213562373334,209.0,0.0
31,31.0,31975,31975.0,1888.3300858899113,1888.3300858899113,12,57,12,16,35,14,18,6.100505063388255,380.0,-3.0
32,32.0,32414,32414.0,1921.7442994522844,1921.7442994522844,13,54,13,15,33,13,16,33.41421356237311,439.0,1.0
33,33.0,32797,32797.0,1932.3717164502539,1932.3717164502539,12,57,12,15,36,13,20,10.627416997969476,383.0,-1.0
34,34.0,33021,33021.0,1943.0285706997465,1943.0285706997465,13,50,13,15,33,11,14,10.656854249492653,224.0,1.0
35,35.0,33291,33291.0,1971.200143575,1971.200143575,12,51,12,15,33,15,16,28.17157287525356,270.0,-1.0
36,36.0,33697,33697.0,1962.2001435750005,1962.2001435750005,11,43,11,17,31,15,14,-8.999999999999545,406.0,-1.0
37,37.0,34004,34004.0,2014.1412690719544,2014.1412690719544,13,50,13,16,33,14,14,51.94112549695387,307.0,2.0
38,38.0,34235,34235.0,1994.82756057297,1994.82756057297,12,37,12,17,28,13,11,-19.313708498984397,231.0,-1.0
39,39.0,34638,34638.0,2031.626550446193,2031.626550446193,16,62,16,15,41,11,23,36.798989873223036,403.0,4.0
40,40.0,35086,35086.0,2069.2539674441623,2069.2539674441623,16,52,16,22,40,19,16,37.62741699796925,448.0,0.0
41,41.0,35534,35534.0,2031.21233688382,2031.21233688382,11,37,11,18,27,14,9,-38.041630560342355,448.0,-5.0
42,42.0,35788,35788.0,2060.940258945178,2060.940258945178,13,47,13,19,32,15,12,29.72792206135796,254.0,2.0
43,43.0,36130,36130.0,2101.396103067893,2101.396103067893,14,58,14,21,39,17,16,40.45584412271501,342.0,1.0
44,44.0,36285,36285.0,2045.21233688382,2045.21233688382,9,30,9,18,24,14,7,-56.183766184072965,155.0,-5.0
45,45.0,36283,36283.0,2090.425540319416,2090.425540319416,12,46,12,21,33,17,12,45.21320343559614,-2.0,3.0
46,46.0,36718,36718.0,2128.5382386916235,2128.5382386916235,15,52,15,16,38,16,21,38.11269837220743,435.0,3.0
