frame,time_min,hyphal_area_px,hyphal_area_um2,hyphal_length_px,hyphal_length_um,branch_points,tip_count,skan_graph_branches,skan_terminal_branches,skan_junction_to_junction_branches,length_growth_um_per_min,area_growth_um2_per_min,branch_growth_per_min
19,19.0,23721,23721.0,1439.6660889654825,1439.6660889654825,3,13,11,7,1,-3.1715728752535597,56.0,-1.0
20,20.0,24264,24264.0,1482.7077195258248,1482.7077195258248,4,12,12,10,1,43.041630560342355,543.0,1.0
21,21.0,24690,24690.0,1481.707719525825,1481.707719525825,3,15,12,7,1,-0.9999999999997726,426.0,-1.0
22,22.0,24550,24550.0,1482.7077195258248,1482.7077195258248,3,15,12,7,1,0.9999999999997726,-140.0,0.0
23,23.0,25269,25269.0,1544.577777210914,1544.577777210914,4,13,11,7,1,61.87005768508925,719.0,1.0
24,24.0,26085,26085.0,1614.8204178980334,1614.8204178980334,6,15,15,11,2,70.24264068711932,816.0,2.0
25,25.0,25934,25934.0,1583.2346314604063,1583.2346314604063,3,13,11,7,1,-31.58578643762712,-151.0,-3.0
26,26.0,25878,25878.0,1578.5777772109138,1578.5777772109138,3,13,11,7,1,-4.656854249492426,-56.0,0.0
27,27.0,26492,26492.0,1606.1635636485412,1606.1635636485412,4,14,13,8,2,27.58578643762735,614.0,1.0
28,28.0,26237,26237.0,1574.536146650571,1574.536146650571,3,13,11,7,1,-31.62741699797016,-255.0,-1.0
29,29.0,27320,27320.0,1659.7909806465107,1659.7909806465107,4,15,14,8,2,85.25483399593963,1083.0,1.0
30,30.0,27208,27208.0,1651.4772721475258,1651.4772721475258,4,14,13,8,2,-8.313708498984852,-112.0,0.0
31,31.0,27044,27044.0,1643.2051942088833,1643.2051942088833,3,13,11,7,1,-8.272077938642497,-164.0,-1.0
32,32.0,27488,27488.0,1650.7909806465102,1650.7909806465102,3,13,11,7,1,7.5857864376268935,444.0,0.0
33,33.0,28496,28496.0,1734.0041840821066,1734.0041840821066,6,17,16,11,2,83.21320343559637,1008.0,3.0
34,34.0,28442,28442.0,1726.832611206853,1726.832611206853,4,16,14,10,1,-7.17157287525356,-54.0,-2.0
35,35.0,28974,28974.0,1779.560533268211,1779.560533268211,5,15,15,11,2,52.72792206135796,532.0,1.0
36,36.0,29380,29380.0,1789.1463197058376,1789.1463197058376,4,14,13,10,1,9.585786437626666,406.0,-1.0
37,37.0,29754,29754.0,1818.9453095790614,1818.9453095790614,5,15,15,11,2,29.798989873223718,374.0,1.0
38,38.0,29828,29828.0,1822.702668891942,1822.702668891942,5,15,15,11,2,3.7573593128806806,74.0,0.0
39,39.0,30319,30319.0,1847.4305909532998,1847.4305909532998,5,15,15,11,2,24.72792206135773,491.0,0.0
40,40.0,30538,30538.0,1861.986940139404,1861.986940139404,5,15,15,11,2,14.556349186104171,219.0,0.0
41,41.0,31214,31214.0,1916.1290757631346,1916.1290757631346,4,12,12,10,1,54.14213562373061,676.0,-1.0
42,42.0,31230,31230.0,1908.3006486383886,1908.3006486383886,4,12,12,10,1,-7.828427124745986,16.0,0.0
43,43.0,31514,31514.0,1924.6854249492385,1924.6854249492385,4,12,12,10,1,16.38477631084993,284.0,0.0
44,44.0,32066,32066.0,1990.4844148224624,1990.4844148224624,5,15,15,11,2,65.79898987322395,552.0,1.0
45,45.0,32104,32104.0,1992.4844148224624,1992.4844148224624,5,15,15,11,2,2.0,38.0,0.0
46,46.0,32606,32606.0,1996.3839097590735,1996.3839097590735,5,17,16,11,2,3.899494936611063,502.0,0.0
