frame,time_min,object_count,mean_area_px,total_area_px,object_density_per_px2,mean_area_um2,total_area_um2,object_count_growth_per_min,total_area_growth_um2_per_min
291,291.0,7,267.0,1869,7.595486111111111e-06,267.0,1869.0,0.0,-2.0
292,292.0,8,226.25,1810,8.680555555555556e-06,226.25,1810.0,1.0,-59.0
293,293.0,8,225.25,1802,8.680555555555556e-06,225.25,1802.0,0.0,-8.0
294,294.0,8,224.0,1792,8.680555555555556e-06,224.0,1792.0,0.0,-10.0
295,295.0,8,227.375,1819,8.680555555555556e-06,227.375,1819.0,0.0,27.0
296,296.0,8,232.375,1859,8.680555555555556e-06,232.375,1859.0,0.0,40.0
297,297.0,8,232.625,1861,8.680555555555556e-06,232.625,1861.0,0.0,2.0
298,298.0,8,227.5,1820,8.680555555555556e-06,227.5,1820.0,0.0,-41.0
299,299.0,8,228.0,1824,8.680555555555556e-06,228.0,1824.0,0.0,4.0
300,300.0,8,234.0,1872,8.680555555555556e-06,234.0,1872.0,0.0,48.0
301,301.0,9,198.55555555555554,1787,9.765625e-06,198.55555555555554,1787.0,1.0,-85.0
302,302.0,9,198.22222222222223,1784,9.765625e-06,198.22222222222223,1784.0,0.0,-3.0
303,303.0,9,198.11111111111111,1783,9.765625e-06,198.11111111111111,1783.0,0.0,-1.0
304,304.0,8,228.875,1831,8.680555555555556e-06,228.875,1831.0,-1.0,48.0
305,305.0,9,200.33333333333334,1803,9.765625e-06,200.33333333333334,1803.0,1.0,-28.0
306,306.0,8,228.625,1829,8.680555555555556e-06,228.625,1829.0,-1.0,26.0
307,307.0,9,195.77777777777777,1762,9.765625e-06,195.77777777777777,1762.0,1.0,-67.0
308,308.0,9,186.66666666666666,1680,9.765625e-06,186.66666666666666,1680.0,0.0,-82.0
309,309.0,9,186.22222222222223,1676,9.765625e-06,186.22222222222223,1676.0,0.0,-4.0
310,310.0,8,203.0,1624,8.680555555555556e-06,203.0,1624.0,-1.0,-52.0
311,311.0,8,198.125,1585,8.680555555555556e-06,198.125,1585.0,0.0,-39.0
312,312.0,8,189.25,1514,8.680555555555556e-06,189.25,1514.0,0.0,-71.0
313,313.0,9,174.44444444444446,1570,9.765625e-06,174.44444444444446,1570.0,1.0,56.0
314,314.0,9,174.44444444444446,1570,9.765625e-06,174.44444444444446,1570.0,0.0,0.0
315,315.0,9,175.22222222222223,1577,9.765625e-06,175.22222222222223,1577.0,0.0,7.0
316,316.0,9,181.88888888888889,1637,9.765625e-06,181.88888888888889,1637.0,0.0,60.0
317,317.0,8,198.875,1591,8.680555555555556e-06,198.875,1591.0,-1.0,-46.0
318,318.0,7,226.71428571428572,1587,7.595486111111111e-06,226.71428571428572,1587.0,-1.0,-4.0
319,319.0,7,223.42857142857142,1564,7.595486111111111e-06,223.42857142857142,1564.0,0.0,-23.0
320,320.0,7,224.71428571428572,1573,7.595486111111111e-06,224.71428571428572,1573.0,0.0,9.0
321,321.0,7,227.14285714285714,1590,7.595486111111111e-06,227.14285714285714,1590.0,0.0,17.0
322,322.0,7,226.0,1582,7.595486111111111e-06,226.0,1582.0,0.0,-8.0
323,323.0,7,222.85714285714286,1560,7.595486111111111e-06,222.85714285714286,1560.0,0.0,-22.0
324,324.0,7,227.71428571428572,1594,7.595486111111111e-06,227.71428571428572,1594.0,0.0,34.0
325,325.0,7,231.0,1617,7.595486111111111e-06,231.0,1617.0,0.0,23.0
326,326.0,7,226.42857142857142,1585,7.595486111111111e-06,226.42857142857142,1585.0,0.0,-32.0
327,327.0,7,226.14285714285714,1583,7.595486111111111e-06,226.14285714285714,1583.0,0.0,-2.0
328,328.0,7,236.85714285714286,1658,7.595486111111111e-06,236.85714285714286,1658.0,0.0,75.0
329,329.0,6,300.5,1803,6.510416666666667e-06,300.5,1803.0,-1.0,145.0
330,330.0,8,210.125,1681,8.680555555555556e-06,210.125,1681.0,2.0,-122.0
331,331.0,8,209.375,1675,8.680555555555556e-06,209.375,1675.0,0.0,-6.0
332,332.0,8,202.125,1617,8.680555555555556e-06,202.125,1617.0,0.0,-58.0
333,333.0,8,202.0,1616,8.680555555555556e-06,202.0,1616.0,0.0,-1.0
334,334.0,8,201.75,1614,8.680555555555556e-06,201.75,1614.0,0.0,-2.0
335,335.0,8,202.125,1617,8.680555555555556e-06,202.125,1617.0,0.0,3.0
336,336.0,8,205.75,1646,8.680555555555556e-06,205.75,1646.0,0.0,29.0
337,337.0,8,212.25,1698,8.680555555555556e-06,212.25,1698.0,0.0,52.0
338,338.0,9,182.55555555555554,1643,9.765625e-06,182.55555555555554,1643.0,1.0,-55.0
339,339.0,9,182.66666666666666,1644,9.765625e-06,182.66666666666666,1644.0,0.0,1.0
340,340.0,9,185.66666666666666,1671,9.765625e-06,185.66666666666666,1671.0,0.0,27.0
341,341.0,9,183.44444444444446,1651,9.765625e-06,183.44444444444446,1651.0,0.0,-20.0
342,342.0,9,184.11111111111111,1657,9.765625e-06,184.11111111111111,1657.0,0.0,6.0
343,343.0,9,189.77777777777777,1708,9.765625e-06,189.77777777777777,1708.0,0.0,51.0
344,344.0,9,187.11111111111111,1684,9.765625e-06,187.11111111111111,1684.0,0.0,-24.0
345,345.0,9,187.11111111111111,1684,9.765625e-06,187.11111111111111,1684.0,0.0,0.0
346,346.0,9,187.77777777777777,1690,9.765625e-06,187.77777777777777,1690.0,0.0,6.0
347,347.0,9,188.66666666666666,1698,9.765625e-06,188.66666666666666,1698.0,0.0,8.0
348,348.0,9,188.22222222222223,1694,9.765625e-06,188.22222222222223,1694.0,0.0,-4.0
349,349.0,9,190.44444444444446,1714,9.765625e-06,190.44444444444446,1714.0,0.0,20.0
350,350.0,9,189.77777777777777,1708,9.765625e-06,189.77777777777777,1708.0,0.0,-6.0
351,351.0,9,189.55555555555554,1706,9.765625e-06,189.55555555555554,1706.0,0.0,-2.0
352,352.0,9,189.44444444444446,1705,9.765625e-06,189.44444444444446,1705.0,0.0,-1.0
353,353.0,9,185.0,1665,9.765625e-06,185.0,1665.0,0.0,-40.0
354,354.0,9,190.22222222222223,1712,9.765625e-06,190.22222222222223,1712.0,0.0,47.0
355,355.0,9,183.55555555555554,1652,9.765625e-06,183.55555555555554,1652.0,0.0,-60.0
356,356.0,9,179.66666666666666,1617,9.765625e-06,179.66666666666666,1617.0,0.0,-35.0
357,357.0,9,179.88888888888889,1619,9.765625e-06,179.88888888888889,1619.0,0.0,2.0
358,358.0,8,201.0,1608,8.680555555555556e-06,201.0,1608.0,-1.0,-11.0
359,359.0,9,178.22222222222223,1604,9.765625e-06,178.22222222222223,1604.0,1.0,-4.0
360,360.0,9,180.11111111111111,1621,9.765625e-06,180.11111111111111,1621.0,0.0,17.0
361,361.0,8,215.625,1725,8.680555555555556e-06,215.625,1725.0,-1.0,104.0
362,362.0,9,179.11111111111111,1612,9.765625e-06,179.11111111111111,1612.0,1.0,-113.0
363,363.0,9,179.0,1611,9.765625e-06,179.0,1611.0,0.0,-1.0
364,364.0,9,174.0,1566,9.765625e-06,174.0,1566.0,0.0,-45.0
365,365.0,9,174.22222222222223,1568,9.765625e-06,174.22222222222223,1568.0,0.0,2.0
366,366.0,9,175.11111111111111,1576,9.765625e-06,175.11111111111111,1576.0,0.0,8.0
367,367.0,8,208.875,1671,8.680555555555556e-06,208.875,1671.0,-1.0,95.0
368,368.0,7,248.14285714285714,1737,7.595486111111111e-06,248.14285714285714,1737.0,-1.0,66.0
369,369.0,7,248.85714285714286,1742,7.595486111111111e-06,248.85714285714286,1742.0,0.0,5.0
370,370.0,8,217.75,1742,8.680555555555556e-06,217.75,1742.0,1.0,0.0
371,371.0,8,217.125,1737,8.680555555555556e-06,217.125,1737.0,0.0,-5.0
372,372.0,8,212.0,1696,8.680555555555556e-06,212.0,1696.0,0.0,-41.0
373,373.0,9,184.77777777777777,1663,9.765625e-06,184.77777777777777,1663.0,1.0,-33.0
374,374.0,8,207.125,1657,8.680555555555556e-06,207.125,1657.0,-1.0,-6.0
375,375.0,8,206.375,1651,8.680555555555556e-06,206.375,1651.0,0.0,-6.0
376,376.0,8,208.75,1670,8.680555555555556e-06,208.75,1670.0,0.0,19.0
377,377.0,8,206.875,1655,8.680555555555556e-06,206.875,1655.0,0.0,-15.0
378,378.0,8,209.875,1679,8.680555555555556e-06,209.875,1679.0,0.0,24.0
379,379.0,7,237.85714285714286,1665,7.595486111111111e-06,237.85714285714286,1665.0,-1.0,-14.0
380,380.0,7,243.14285714285714,1702,7.595486111111111e-06,243.14285714285714,1702.0,0.0,37.0
381,381.0,7,243.0,1701,7.595486111111111e-06,243.0,1701.0,0.0,-1.0
382,382.0,7,241.85714285714286,1693,7.595486111111111e-06,241.85714285714286,1693.0,0.0,-8.0
383,383.0,7,242.42857142857142,1697,7.595486111111111e-06,242.42857142857142,1697.0,0.0,4.0
384,384.0,7,244.28571428571428,1710,7.595486111111111e-06,244.28571428571428,1710.0,0.0,13.0
385,385.0,7,252.42857142857142,1767,7.595486111111111e-06,252.42857142857142,1767.0,0.0,57.0
386,386.0,7,250.71428571428572,1755,7.595486111111111e-06,250.71428571428572,1755.0,0.0,-12.0
387,387.0,7,250.71428571428572,1755,7.595486111111111e-06,250.71428571428572,1755.0,0.0,0.0
388,388.0,7,239.57142857142858,1677,7.595486111111111e-06,239.57142857142858,1677.0,0.0,-78.0
389,389.0,7,238.42857142857142,1669,7.595486111111111e-06,238.42857142857142,1669.0,0.0,-8.0
390,390.0,7,241.0,1687,7.595486111111111e-06,241.0,1687.0,0.0,18.0
391,391.0,7,232.85714285714286,1630,7.595486111111111e-06,232.85714285714286,1630.0,0.0,-57.0
392,392.0,7,240.71428571428572,1685,7.595486111111111e-06,240.71428571428572,1685.0,0.0,55.0
393,393.0,7,242.14285714285714,1695,7.595486111111111e-06,242.14285714285714,1695.0,0.0,10.0
394,394.0,7,231.14285714285714,1618,7.595486111111111e-06,231.14285714285714,1618.0,0.0,-77.0
395,395.0,7,230.28571428571428,1612,7.595486111111111e-06,230.28571428571428,1612.0,0.0,-6.0
396,396.0,6,255.66666666666666,1534,6.510416666666667e-06,255.66666666666666,1534.0,-1.0,-78.0
397,397.0,8,189.0,1512,8.680555555555556e-06,189.0,1512.0,2.0,-22.0
398,398.0,7,218.42857142857142,1529,7.595486111111111e-06,218.42857142857142,1529.0,-1.0,17.0
399,399.0,7,218.14285714285714,1527,7.595486111111111e-06,218.14285714285714,1527.0,0.0,-2.0
400,400.0,7,223.0,1561,7.595486111111111e-06,223.0,1561.0,0.0,34.0
401,401.0,7,219.57142857142858,1537,7.595486111111111e-06,219.57142857142858,1537.0,0.0,-24.0
402,402.0,8,192.125,1537,8.680555555555556e-06,192.125,1537.0,1.0,0.0
403,403.0,8,185.625,1485,8.680555555555556e-06,185.625,1485.0,0.0,-52.0
404,404.0,8,185.5,1484,8.680555555555556e-06,185.5,1484.0,0.0,-1.0
405,405.0,9,172.66666666666666,1554,9.765625e-06,172.66666666666666,1554.0,1.0,70.0
406,406.0,9,172.66666666666666,1554,9.765625e-06,172.66666666666666,1554.0,0.0,0.0
407,407.0,9,173.0,1557,9.765625e-06,173.0,1557.0,0.0,3.0
408,408.0,9,171.88888888888889,1547,9.765625e-06,171.88888888888889,1547.0,0.0,-10.0
409,409.0,9,173.55555555555554,1562,9.765625e-06,173.55555555555554,1562.0,0.0,15.0
410,410.0,9,178.88888888888889,1610,9.765625e-06,178.88888888888889,1610.0,0.0,48.0
411,411.0,9,179.44444444444446,1615,9.765625e-06,179.44444444444446,1615.0,0.0,5.0
412,412.0,9,179.55555555555554,1616,9.765625e-06,179.55555555555554,1616.0,0.0,1.0
413,413.0,9,174.44444444444446,1570,9.765625e-06,174.44444444444446,1570.0,0.0,-46.0
414,414.0,9,173.0,1557,9.765625e-06,173.0,1557.0,0.0,-13.0
415,415.0,9,170.0,1530,9.765625e-06,170.0,1530.0,0.0,-27.0
416,416.0,9,170.44444444444446,1534,9.765625e-06,170.44444444444446,1534.0,0.0,4.0
417,417.0,9,171.22222222222223,1541,9.765625e-06,171.22222222222223,1541.0,0.0,7.0
418,418.0,9,170.77777777777777,1537,9.765625e-06,170.77777777777777,1537.0,0.0,-4.0
419,419.0,9,171.0,1539,9.765625e-06,171.0,1539.0,0.0,2.0
420,420.0,9,173.11111111111111,1558,9.765625e-06,173.11111111111111,1558.0,0.0,19.0
421,421.0,9,176.11111111111111,1585,9.765625e-06,176.11111111111111,1585.0,0.0,27.0
422,422.0,9,176.66666666666666,1590,9.765625e-06,176.66666666666666,1590.0,0.0,5.0
423,423.0,9,174.77777777777777,1573,9.765625e-06,174.77777777777777,1573.0,0.0,-17.0
424,424.0,9,174.77777777777777,1573,9.765625e-06,174.77777777777777,1573.0,0.0,0.0
425,425.0,9,173.88888888888889,1565,9.765625e-06,173.88888888888889,1565.0,0.0,-8.0
426,426.0,9,173.77777777777777,1564,9.765625e-06,173.77777777777777,1564.0,0.0,-1.0
427,427.0,8,206.875,1655,8.680555555555556e-06,206.875,1655.0,-1.0,91.0
428,428.0,8,207.5,1660,8.680555555555556e-06,207.5,1660.0,0.0,5.0
429,429.0,8,201.625,1613,8.680555555555556e-06,201.625,1613.0,0.0,-47.0
430,430.0,8,202.125,1617,8.680555555555556e-06,202.125,1617.0,0.0,4.0
431,431.0,8,192.375,1539,8.680555555555556e-06,192.375,1539.0,0.0,-78.0
432,432.0,8,191.375,1531,8.680555555555556e-06,191.375,1531.0,0.0,-8.0
433,433.0,8,187.25,1498,8.680555555555556e-06,187.25,1498.0,0.0,-33.0
434,434.0,8,186.0,1488,8.680555555555556e-06,186.0,1488.0,0.0,-10.0
435,435.0,8,184.625,1477,8.680555555555556e-06,184.625,1477.0,0.0,-11.0
436,436.0,8,184.625,1477,8.680555555555556e-06,184.625,1477.0,0.0,0.0
437,437.0,8,185.625,1485,8.680555555555556e-06,185.625,1485.0,0.0,8.0
438,438.0,8,187.375,1499,8.680555555555556e-06,187.375,1499.0,0.0,14.0
439,439.0,8,194.25,1554,8.680555555555556e-06,194.25,1554.0,0.0,55.0
440,440.0,8,185.75,1486,8.680555555555556e-06,185.75,1486.0,0.0,-68.0
441,441.0,8,184.625,1477,8.680555555555556e-06,184.625,1477.0,0.0,-9.0
442,442.0,8,184.875,1479,8.680555555555556e-06,184.875,1479.0,0.0,2.0
443,443.0,8,186.0,1488,8.680555555555556e-06,186.0,1488.0,0.0,9.0
444,444.0,8,192.0,1536,8.680555555555556e-06,192.0,1536.0,0.0,48.0
445,445.0,8,195.5,1564,8.680555555555556e-06,195.5,1564.0,0.0,28.0
446,446.0,8,196.625,1573,8.680555555555556e-06,196.625,1573.0,0.0,9.0
447,447.0,8,201.875,1615,8.680555555555556e-06,201.875,1615.0,0.0,42.0
448,448.0,8,201.375,1611,8.680555555555556e-06,201.375,1611.0,0.0,-4.0
449,449.0,8,197.75,1582,8.680555555555556e-06,197.75,1582.0,0.0,-29.0
450,450.0,8,187.375,1499,8.680555555555556e-06,187.375,1499.0,0.0,-83.0
451,451.0,7,215.57142857142858,1509,7.595486111111111e-06,215.57142857142858,1509.0,-1.0,10.0
452,452.0,7,213.42857142857142,1494,7.595486111111111e-06,213.42857142857142,1494.0,0.0,-15.0
453,453.0,8,188.375,1507,8.680555555555556e-06,188.375,1507.0,1.0,13.0
454,454.0,8,188.375,1507,8.680555555555556e-06,188.375,1507.0,0.0,0.0
455,455.0,8,206.25,1650,8.680555555555556e-06,206.25,1650.0,0.0,143.0
456,456.0,7,243.42857142857142,1704,7.595486111111111e-06,243.42857142857142,1704.0,-1.0,54.0
457,457.0,7,240.85714285714286,1686,7.595486111111111e-06,240.85714285714286,1686.0,0.0,-18.0
458,458.0,9,181.44444444444446,1633,9.765625e-06,181.44444444444446,1633.0,2.0,-53.0
459,459.0,8,202.625,1621,8.680555555555556e-06,202.625,1621.0,-1.0,-12.0
460,460.0,8,202.0,1616,8.680555555555556e-06,202.0,1616.0,0.0,-5.0
461,461.0,8,195.75,1566,8.680555555555556e-06,195.75,1566.0,0.0,-50.0
462,462.0,9,174.55555555555554,1571,9.765625e-06,174.55555555555554,1571.0,1.0,5.0
463,463.0,8,196.625,1573,8.680555555555556e-06,196.625,1573.0,-1.0,2.0
464,464.0,7,232.57142857142858,1628,7.595486111111111e-06,232.57142857142858,1628.0,-1.0,55.0
465,465.0,7,233.71428571428572,1636,7.595486111111111e-06,233.71428571428572,1636.0,0.0,8.0
466,466.0,7,233.71428571428572,1636,7.595486111111111e-06,233.71428571428572,1636.0,0.0,0.0
467,467.0,8,205.0,1640,8.680555555555556e-06,205.0,1640.0,1.0,4.0
468,468.0,8,201.25,1610,8.680555555555556e-06,201.25,1610.0,0.0,-30.0
469,469.0,8,205.25,1642,8.680555555555556e-06,205.25,1642.0,0.0,32.0
470,470.0,8,203.125,1625,8.680555555555556e-06,203.125,1625.0,0.0,-17.0
471,471.0,8,205.0,1640,8.680555555555556e-06,205.0,1640.0,0.0,15.0
472,472.0,8,204.875,1639,8.680555555555556e-06,204.875,1639.0,0.0,-1.0
473,473.0,8,209.875,1679,8.680555555555556e-06,209.875,1679.0,0.0,40.0
474,474.0,8,201.5,1612,8.680555555555556e-06,201.5,1612.0,0.0,-67.0
475,475.0,8,207.25,1658,8.680555555555556e-06,207.25,1658.0,0.0,46.0
476,476.0,8,205.125,1641,8.680555555555556e-06,205.125,1641.0,0.0,-17.0
477,477.0,8,204.875,1639,8.680555555555556e-06,204.875,1639.0,0.0,-2.0
478,478.0,8,204.375,1635,8.680555555555556e-06,204.375,1635.0,0.0,-4.0
479,479.0,8,203.125,1625,8.680555555555556e-06,203.125,1625.0,0.0,-10.0
480,480.0,8,203.75,1630,8.680555555555556e-06,203.75,1630.0,0.0,5.0
481,481.0,8,205.0,1640,8.680555555555556e-06,205.0,1640.0,0.0,10.0
482,482.0,8,207.0,1656,8.680555555555556e-06,207.0,1656.0,0.0,16.0
483,483.0,8,206.5,1652,8.680555555555556e-06,206.5,1652.0,0.0,-4.0
484,484.0,8,206.5,1652,8.680555555555556e-06,206.5,1652.0,0.0,0.0
485,485.0,8,206.125,1649,8.680555555555556e-06,206.125,1649.0,0.0,-3.0
486,486.0,8,210.0,1680,8.680555555555556e-06,210.0,1680.0,0.0,31.0
487,487.0,8,206.625,1653,8.680555555555556e-06,206.625,1653.0,0.0,-27.0
488,488.0,8,205.5,1644,8.680555555555556e-06,205.5,1644.0,0.0,-9.0
489,489.0,8,206.0,1648,8.680555555555556e-06,206.0,1648.0,0.0,4.0
490,490.0,8,205.75,1646,8.680555555555556e-06,205.75,1646.0,0.0,-2.0
491,491.0,8,206.625,1653,8.680555555555556e-06,206.625,1653.0,0.0,7.0
492,492.0,8,202.0,1616,8.680555555555556e-06,202.0,1616.0,0.0,-37.0
493,493.0,8,191.0,1528,8.680555555555556e-06,191.0,1528.0,0.0,-88.0
494,494.0,9,170.22222222222223,1532,9.765625e-06,170.22222222222223,1532.0,1.0,4.0
495,495.0,9,171.77777777777777,1546,9.765625e-06,171.77777777777777,1546.0,0.0,14.0
496,496.0,9,171.66666666666666,1545,9.765625e-06,171.66666666666666,1545.0,0.0,-1.0
497,497.0,10,155.1,1551,1.0850694444444445e-05,155.1,1551.0,1.0,6.0
498,498.0,10,156.5,1565,1.0850694444444445e-05,156.5,1565.0,0.0,14.0
499,499.0,10,162.7,1627,1.0850694444444445e-05,162.7,1627.0,0.0,62.0
500,500.0,10,164.1,1641,1.0850694444444445e-05,164.1,1641.0,0.0,14.0
501,501.0,10,163.9,1639,1.0850694444444445e-05,163.9,1639.0,0.0,-2.0
502,502.0,10,163.8,1638,1.0850694444444445e-05,163.8,1638.0,0.0,-1.0
503,503.0,10,163.2,1632,1.0850694444444445e-05,163.2,1632.0,0.0,-6.0
504,504.0,9,185.77777777777777,1672,9.765625e-06,185.77777777777777,1672.0,-1.0,40.0
505,505.0,9,182.33333333333334,1641,9.765625e-06,182.33333333333334,1641.0,0.0,-31.0
506,506.0,8,204.0,1632,8.680555555555556e-06,204.0,1632.0,-1.0,-9.0
507,507.0,8,202.0,1616,8.680555555555556e-06,202.0,1616.0,0.0,-16.0
508,508.0,8,202.5,1620,8.680555555555556e-06,202.5,1620.0,0.0,4.0
509,509.0,8,196.5,1572,8.680555555555556e-06,196.5,1572.0,0.0,-48.0
510,510.0,8,191.375,1531,8.680555555555556e-06,191.375,1531.0,0.0,-41.0
511,511.0,7,208.14285714285714,1457,7.595486111111111e-06,208.14285714285714,1457.0,-1.0,-74.0
512,512.0,7,215.28571428571428,1507,7.595486111111111e-06,215.28571428571428,1507.0,0.0,50.0
513,513.0,8,179.125,1433,8.680555555555556e-06,179.125,1433.0,1.0,-74.0
514,514.0,8,179.375,1435,8.680555555555556e-06,179.375,1435.0,0.0,2.0
515,515.0,7,202.71428571428572,1419,7.595486111111111e-06,202.71428571428572,1419.0,-1.0,-16.0
516,516.0,7,201.0,1407,7.595486111111111e-06,201.0,1407.0,0.0,-12.0
517,517.0,7,200.85714285714286,1406,7.595486111111111e-06,200.85714285714286,1406.0,0.0,-1.0
518,518.0,7,201.0,1407,7.595486111111111e-06,201.0,1407.0,0.0,1.0
519,519.0,7,200.71428571428572,1405,7.595486111111111e-06,200.71428571428572,1405.0,0.0,-2.0
520,520.0,7,201.28571428571428,1409,7.595486111111111e-06,201.28571428571428,1409.0,0.0,4.0
521,521.0,7,201.85714285714286,1413,7.595486111111111e-06,201.85714285714286,1413.0,0.0,4.0
522,522.0,7,199.71428571428572,1398,7.595486111111111e-06,199.71428571428572,1398.0,0.0,-15.0
523,523.0,7,200.42857142857142,1403,7.595486111111111e-06,200.42857142857142,1403.0,0.0,5.0
524,524.0,7,197.14285714285714,1380,7.595486111111111e-06,197.14285714285714,1380.0,0.0,-23.0
525,525.0,7,196.57142857142858,1376,7.595486111111111e-06,196.57142857142858,1376.0,0.0,-4.0
526,526.0,7,196.57142857142858,1376,7.595486111111111e-06,196.57142857142858,1376.0,0.0,0.0
527,527.0,7,196.85714285714286,1378,7.595486111111111e-06,196.85714285714286,1378.0,0.0,2.0
528,528.0,7,201.71428571428572,1412,7.595486111111111e-06,201.71428571428572,1412.0,0.0,34.0
529,529.0,7,203.57142857142858,1425,7.595486111111111e-06,203.57142857142858,1425.0,0.0,13.0
530,530.0,7,204.0,1428,7.595486111111111e-06,204.0,1428.0,0.0,3.0
531,531.0,7,206.14285714285714,1443,7.595486111111111e-06,206.14285714285714,1443.0,0.0,15.0
532,532.0,7,206.42857142857142,1445,7.595486111111111e-06,206.42857142857142,1445.0,0.0,2.0
533,533.0,7,203.42857142857142,1424,7.595486111111111e-06,203.42857142857142,1424.0,0.0,-21.0
534,534.0,7,202.28571428571428,1416,7.595486111111111e-06,202.28571428571428,1416.0,0.0,-8.0
535,535.0,7,199.57142857142858,1397,7.595486111111111e-06,199.57142857142858,1397.0,0.0,-19.0
536,536.0,7,201.14285714285714,1408,7.595486111111111e-06,201.14285714285714,1408.0,0.0,11.0
537,537.0,7,203.28571428571428,1423,7.595486111111111e-06,203.28571428571428,1423.0,0.0,15.0
538,538.0,7,203.0,1421,7.595486111111111e-06,203.0,1421.0,0.0,-2.0
539,539.0,7,206.14285714285714,1443,7.595486111111111e-06,206.14285714285714,1443.0,0.0,22.0
540,540.0,7,202.57142857142858,1418,7.595486111111111e-06,202.57142857142858,1418.0,0.0,-25.0
541,541.0,7,204.57142857142858,1432,7.595486111111111e-06,204.57142857142858,1432.0,0.0,14.0
542,542.0,6,241.5,1449,6.510416666666667e-06,241.5,1449.0,-1.0,17.0
543,543.0,6,244.33333333333334,1466,6.510416666666667e-06,244.33333333333334,1466.0,0.0,17.0
544,544.0,6,244.33333333333334,1466,6.510416666666667e-06,244.33333333333334,1466.0,0.0,0.0
545,545.0,7,206.57142857142858,1446,7.595486111111111e-06,206.57142857142858,1446.0,1.0,-20.0
546,546.0,7,204.28571428571428,1430,7.595486111111111e-06,204.28571428571428,1430.0,0.0,-16.0
547,547.0,7,201.57142857142858,1411,7.595486111111111e-06,201.57142857142858,1411.0,0.0,-19.0
548,548.0,7,204.0,1428,7.595486111111111e-06,204.0,1428.0,0.0,17.0
549,549.0,7,202.57142857142858,1418,7.595486111111111e-06,202.57142857142858,1418.0,0.0,-10.0
550,550.0,7,202.57142857142858,1418,7.595486111111111e-06,202.57142857142858,1418.0,0.0,0.0
551,551.0,7,203.28571428571428,1423,7.595486111111111e-06,203.28571428571428,1423.0,0.0,5.0
552,552.0,6,235.16666666666666,1411,6.510416666666667e-06,235.16666666666666,1411.0,-1.0,-12.0
553,553.0,6,222.16666666666666,1333,6.510416666666667e-06,222.16666666666666,1333.0,0.0,-78.0
554,554.0,6,232.5,1395,6.510416666666667e-06,232.5,1395.0,0.0,62.0
555,555.0,5,291.8,1459,5.4253472222222224e-06,291.8,1459.0,-1.0,64.0
556,556.0,5,291.8,1459,5.4253472222222224e-06,291.8,1459.0,0.0,0.0
557,557.0,5,284.6,1423,5.4253472222222224e-06,284.6,1423.0,0.0,-36.0
558,558.0,5,303.4,1517,5.4253472222222224e-06,303.4,1517.0,0.0,94.0
559,559.0,6,243.66666666666666,1462,6.510416666666667e-06,243.66666666666666,1462.0,1.0,-55.0
560,560.0,6,238.0,1428,6.510416666666667e-06,238.0,1428.0,0.0,-34.0
561,561.0,7,198.14285714285714,1387,7.595486111111111e-06,198.14285714285714,1387.0,1.0,-41.0
562,562.0,7,197.57142857142858,1383,7.595486111111111e-06,197.57142857142858,1383.0,0.0,-4.0
563,563.0,7,195.71428571428572,1370,7.595486111111111e-06,195.71428571428572,1370.0,0.0,-13.0
564,564.0,7,199.85714285714286,1399,7.595486111111111e-06,199.85714285714286,1399.0,0.0,29.0
565,565.0,6,233.66666666666666,1402,6.510416666666667e-06,233.66666666666666,1402.0,-1.0,3.0
566,566.0,6,233.16666666666666,1399,6.510416666666667e-06,233.16666666666666,1399.0,0.0,-3.0
567,567.0,6,225.5,1353,6.510416666666667e-06,225.5,1353.0,0.0,-46.0
568,568.0,6,226.0,1356,6.510416666666667e-06,226.0,1356.0,0.0,3.0
569,569.0,6,225.66666666666666,1354,6.510416666666667e-06,225.66666666666666,1354.0,0.0,-2.0
570,570.0,6,227.5,1365,6.510416666666667e-06,227.5,1365.0,0.0,11.0
571,571.0,6,227.5,1365,6.510416666666667e-06,227.5,1365.0,0.0,0.0
572,572.0,6,231.0,1386,6.510416666666667e-06,231.0,1386.0,0.0,21.0
573,573.0,6,230.66666666666666,1384,6.510416666666667e-06,230.66666666666666,1384.0,0.0,-2.0
574,574.0,6,231.33333333333334,1388,6.510416666666667e-06,231.33333333333334,1388.0,0.0,4.0
575,575.0,6,229.83333333333334,1379,6.510416666666667e-06,229.83333333333334,1379.0,0.0,-9.0
576,576.0,6,231.33333333333334,1388,6.510416666666667e-06,231.33333333333334,1388.0,0.0,9.0
577,577.0,6,231.66666666666666,1390,6.510416666666667e-06,231.66666666666666,1390.0,0.0,2.0
578,578.0,6,233.83333333333334,1403,6.510416666666667e-06,233.83333333333334,1403.0,0.0,13.0
579,579.0,7,212.71428571428572,1489,7.595486111111111e-06,212.71428571428572,1489.0,1.0,86.0
580,580.0,7,212.71428571428572,1489,7.595486111111111e-06,212.71428571428572,1489.0,0.0,0.0
581,581.0,7,217.42857142857142,1522,7.595486111111111e-06,217.42857142857142,1522.0,0.0,33.0
582,582.0,7,219.28571428571428,1535,7.595486111111111e-06,219.28571428571428,1535.0,0.0,13.0
583,583.0,7,219.28571428571428,1535,7.595486111111111e-06,219.28571428571428,1535.0,0.0,0.0
584,584.0,7,220.57142857142858,1544,7.595486111111111e-06,220.57142857142858,1544.0,0.0,9.0
585,585.0,7,222.85714285714286,1560,7.595486111111111e-06,222.85714285714286,1560.0,0.0,16.0
