frame,time_min,hyphal_area_px,hyphal_area_um2,hyphal_length_px,hyphal_length_um,branch_points,tip_count,skan_graph_branches,skan_terminal_branches,skan_junction_to_junction_branches,length_growth_um_per_min,area_growth_um2_per_min,branch_growth_per_min
18,18.0,23793,23793.0,1521.6782822743019,1521.6782822743019,8,19,23,11,7,-17.414213562373106,183.0,-1.0
19,19.0,23847,23847.0,1511.8498551495557,1511.8498551495557,7,19,20,11,5,-9.828427124746213,54.0,-1.0
20,20.0,24381,24381.0,1545.6488450227787,1545.6488450227787,7,16,20,12,6,33.798989873223036,534.0,0.0
21,21.0,24854,24854.0,1571.0630585851518,1571.0630585851518,8,18,21,12,6,25.414213562373106,473.0,1.0
22,22.0,24661,24661.0,1534.5067093990483,1534.5067093990483,7,21,21,11,5,-36.55634918610349,-193.0,-1.0
23,23.0,25406,25406.0,1599.962553521764,1599.962553521764,8,19,20,11,5,65.45584412271569,745.0,1.0
24,24.0,26031,26031.0,1663.7909806465104,1663.7909806465104,8,20,22,12,6,63.82842712474644,625.0,0.0
25,25.0,26103,26103.0,1665.7615433949873,1665.7615433949873,8,18,21,10,6,1.970562748476823,72.0,0.0
26,26.0,26010,26010.0,1653.1046891454948,1653.1046891454948,8,18,21,10,6,-12.656854249492426,-93.0,0.0
27,27.0,26576,26576.0,1681.0336213336295,1681.0336213336295,8,20,22,12,6,27.928932188134695,566.0,0.0
28,28.0,26365,26365.0,1636.7493500861672,1636.7493500861672,7,22,22,11,5,-44.28427124746236,-211.0,-1.0
29,29.0,27346,27346.0,1716.933116270241,1716.933116270241,9,23,24,12,6,80.18376618407387,981.0,2.0
30,30.0,27385,27385.0,1735.246824769226,1735.246824769226,10,25,28,16,7,18.31370849898485,39.0,1.0
31,31.0,27177,27177.0,1697.1757569573601,1697.1757569573601,6,23,21,10,4,-38.07106781186576,-208.0,-4.0
32,32.0,27582,27582.0,1748.9453095790604,1748.9453095790604,9,24,27,12,9,51.76955262170031,405.0,3.0
33,33.0,28372,28372.0,1886.6854249492385,1886.6854249492385,12,25,29,15,9,137.74011537017805,790.0,3.0
34,34.0,28397,28397.0,1886.7564927611038,1886.7564927611038,12,25,29,15,9,0.07106781186530498,25.0,0.0
35,35.0,28712,28712.0,1877.6437943888957,1877.6437943888957,10,25,28,14,8,-9.112698372208115,315.0,-2.0
36,36.0,29252,29252.0,1928.9991334482231,1928.9991334482231,11,22,28,15,9,51.355339059327434,540.0,1.0
37,37.0,29677,29677.0,1965.798123321446,1965.798123321446,13,25,32,21,9,36.79898987322281,425.0,2.0
38,38.0,29639,29639.0,1947.0702012600884,1947.0702012600884,12,24,30,18,9,-18.727922061357503,-38.0,-1.0
39,39.0,30143,30143.0,1985.182899632296,1985.182899632296,14,26,34,20,11,38.11269837220766,504.0,2.0
40,40.0,30340,30340.0,1990.7686860699234,1990.7686860699234,16,27,36,21,12,5.585786437627348,197.0,2.0
41,41.0,31017,31017.0,2077.2955980045044,2077.2955980045044,16,22,35,22,13,86.526911934581,677.0,0.0
42,42.0,31028,31028.0,2063.1950929411164,2063.1950929411164,13,24,33,20,11,-14.100505063388027,11.0,-3.0
43,43.0,31387,31387.0,2128.035713374682,2128.035713374682,16,25,38,23,14,64.84062043356562,359.0,3.0
44,44.0,31887,31887.0,2145.822509939085,2145.822509939085,17,27,39,21,14,17.786796564403176,500.0,1.0
45,45.0,31868,31868.0,2129.9230150024737,2129.9230150024737,16,28,38,20,13,-15.899494936611518,-19.0,-1.0
46,46.0,32432,32432.0,2162.864140499428,2162.864140499428,20,29,46,25,18,32.9411254969541,564.0,4.0
