frame,label,centroid_x,centroid_y,area_px,bbox_minr,bbox_minc,bbox_maxr,bbox_maxc,track_id
0,3,872.0449897750511,550.9778459441036,5868,380,843,720,916,1
0,6,334.0,411.0,57,405,331,418,338,2
0,8,337.12905660377356,575.8343396226416,5300,438,295,720,368,3
0,9,584.9515564560693,582.7599926321607,5429,443,561,720,616,4
0,13,812.794921875,578.705078125,512,564,798,594,829,5
0,14,647.0,596.0,67,592,642,601,653,6
0,15,827.5,599.0,58,595,823,604,833,7
0,20,1039.8255033557048,705.8573825503356,596,688,1021,720,1055,8
1,3,871.8721878056733,554.1217802412781,6134,376,835,720,917,1
1,6,334.0,411.0,57,405,331,418,338,2
1,8,336.5042718815265,570.574520599962,5267,433,295,720,359,3
1,9,585.225161987041,579.2967962562994,5556,438,563,720,618,4
1,13,811.878243512974,577.2355289421158,501,563,797,592,828,5
1,14,647.0,596.0,67,592,642,601,653,6
1,15,827.5,599.0,58,595,823,604,833,7
1,20,1040.0501567398119,705.0235109717868,638,686,1020,720,1056,8
2,3,872.564085447263,550.3965287049399,5992,376,843,720,917,1
2,6,334.0,411.0,57,405,331,418,338,2
2,8,336.5198863636364,570.3933712121212,5280,433,295,720,359,3
2,9,585.0433049465482,579.1284653016851,5519,438,563,720,616,4
2,13,811.4382716049382,577.0802469135803,486,563,797,592,827,5
2,14,647.0,596.0,67,592,642,601,653,6
2,15,827.5,599.0,58,595,823,604,833,7
2,20,1040.0501567398119,705.0235109717868,638,686,1020,720,1056,8
3,3,872.5750449126245,547.3112853176548,6123,369,832,720,919,1
3,6,334.0,411.0,57,405,331,418,338,2
3,8,336.3398076560438,567.8129360739205,5303,431,295,718,357,3
3,9,585.6237382526975,577.6606334841629,5746,433,560,720,621,4
3,13,816.4766355140187,583.553738317757,856,561,796,607,837,5
3,14,647.0,596.0,67,592,642,601,653,6
3,19,1041.3997093023256,702.6264534883721,688,682,1022,720,1058,8
4,3,871.4265352539803,553.8500379075057,6595,366,834,720,920,1
4,6,334.0,411.0,57,405,331,418,338,2
4,8,337.1754250386399,567.7733771251932,5176,427,306,717,357,3
4,9,586.6910008410429,576.2383515559294,5945,428,562,720,631,4
4,14,814.5183673469388,581.3945578231293,735,561,796,604,833,5
4,15,647.0,596.0,67,592,642,601,653,6
4,19,1042.1767180925667,701.3997194950912,713,680,1024,720,1059,8
4,12,299.5,507.0,58,503,295,512,305,9
5,3,873.2955796759478,546.7377693880761,6357,362,836,720,921,1
5,6,334.0,411.0,57,405,331,418,338,2
5,8,336.5207615593835,568.6939256572982,5515,422,295,720,356,3
5,16,827.5,599.0,58,595,823,604,833,5
5,15,647.0,596.0,67,592,642,601,653,6
5,20,1042.7467300832343,699.0701545778835,841,672,1020,720,1061,8
5,9,585.5559428372255,572.5193447194144,5738,425,564,720,616,10
5,13,806.5,571.5,312,561,796,583,818,11
6,2,873.8263435849643,544.4701770736253,6438,354,836,720,922,1
6,5,334.0,411.0,57,405,331,418,338,2
6,7,336.26897422029924,568.0425455201009,5547,422,295,720,356,3
6,15,827.5,599.0,58,595,823,604,833,5
6,14,647.0,596.0,67,592,642,601,653,6
6,19,1042.7467300832343,699.0701545778835,841,672,1020,720,1061,8
6,8,585.5163261742623,572.420115243583,5727,425,565,720,616,10
6,12,806.5,571.5,312,561,796,583,818,11
7,2,874.8868319381842,535.3966516419832,6212,354,843,718,923,1
7,5,336.1070667613636,561.1857244318181,5632,405,295,720,356,3
7,11,647.0,596.0,67,592,642,601,653,6
7,14,1043.509523809524,697.4583333333334,840,672,1023,720,1062,8
7,6,587.7900491205831,570.720804943749,6311,417,561,720,634,10
7,10,815.6594724220623,581.4076738609112,834,559,795,606,836,11
8,2,875.0251993620415,534.7649122807018,6270,352,841,720,924,1
8,5,335.70888733379985,560.4445416375088,5716,405,295,720,356,3
8,11,647.0,596.0,67,592,642,601,653,6
8,14,1044.5350966429298,697.9267548321465,983,670,1023,720,1064,8
8,6,587.8030039525692,569.9704347826087,6325,416,564,720,633,10
8,10,814.9237288135594,581.501210653753,826,559,795,606,833,11
9,2,875.5415636588381,533.5920889987639,6472,345,841,720,925,1
9,5,335.335832083958,560.9895052473763,6003,405,291,720,364,3
9,10,647.0,596.0,67,592,642,601,653,6
9,13,1045.4139728884254,693.9113660062566,959,666,1025,720,1066,8
9,6,589.283523752255,567.1554419723392,6652,411,565,720,643,10
9,9,813.2135593220339,579.1062146892656,885,553,793,604,833,11
10,2,875.5559505409583,533.4876352395672,6470,345,841,720,925,1
10,5,335.130679933665,560.7273631840796,6030,405,289,720,364,3
10,10,647.0,596.0,67,592,642,601,653,6
10,13,1045.4139728884254,693.9113660062566,959,666,1025,720,1066,8
10,6,589.2784125075166,567.1554419723392,6652,411,565,720,643,10
10,9,813.6376306620209,579.567944250871,861,553,794,604,833,11
11,2,875.5491180048662,535.5115571776156,6576,344,842,720,925,1
11,5,334.60906323977,555.4245857287792,5914,404,289,718,357,3
11,12,1045.5219047619048,693.1114285714285,1050,663,1021,720,1068,8
11,6,590.6338666289113,570.1856151776865,7063,406,563,720,653,10
11,9,812.174025974026,577.9714285714285,770,553,794,604,833,11
12,2,876.4695067264574,531.9825112107624,6690,338,843,720,926,1
12,6,334.99484453036894,557.1145480908651,6207,400,286,720,370,3
12,12,1046.3755615453729,691.3674752920036,1113,660,1022,720,1070,8
12,5,590.9994468261651,566.9849260129996,7231,399,562,720,653,10
12,9,812.026284348865,577.816009557945,837,553,793,604,833,11
13,2,875.9149245063879,533.0007259001161,6888,333,836,720,927,1
13,5,334.50887666928514,553.4273369992145,6365,393,285,720,366,3
13,13,1047.8932980599648,688.9708994708994,1134,657,1025,720,1072,8
13,6,590.6935082872928,566.467955801105,7240,399,560,720,653,10
13,10,811.6674612634088,577.0953516090584,839,553,792,604,833,11
14,2,876.0982065374602,532.2006074631183,6914,332,836,720,928,1
14,5,334.301572327044,552.950786163522,6360,393,285,720,365,3
14,12,1047.8596646072374,688.9567519858782,1133,657,1025,720,1072,8
14,6,590.7157478165939,564.5311135371179,7328,394,560,720,653,10
14,10,815.7375352775165,582.3273753527752,1063,553,792,613,840,11
15,1,867.5816670681763,539.7602987231992,8302,324,792,720,928,1
15,3,334.43491032776745,550.6205936920222,6468,383,285,720,367,3
15,7,1048.5375302663438,687.5278450363196,1239,652,1021,720,1074,8
