frame,time_min,hyphal_area_px,hyphal_area_um2,hyphal_length_px,hyphal_length_um,branch_points,raw_junction_pixel_count,normalized_branch_point_count,tip_count,skan_graph_branches,skan_terminal_branches,skan_junction_to_junction_branches,length_growth_um_per_min,area_growth_um2_per_min,branch_growth_per_min
50,50.0,3241,3241.0,129.9827560572969,129.9827560572969,0,0,0,11,6,0,0,1.0,17.0,0.0
51,51.0,3199,3199.0,139.15432893255073,139.15432893255073,0,0,0,10,5,0,0,9.171572875253815,-42.0,0.0
52,52.0,2991,2991.0,124.08326112068524,124.08326112068524,0,0,0,10,5,0,0,-15.07106781186549,-208.0,0.0
53,53.0,2928,2928.0,121.15432893255073,121.15432893255073,0,0,0,10,5,0,0,-2.9289321881345103,-63.0,0.0
54,54.0,2950,2950.0,121.9827560572969,121.9827560572969,0,0,0,10,5,0,0,0.8284271247461703,22.0,0.0
55,55.0,2884,2884.0,118.39696961967,118.39696961967,0,0,0,10,5,0,0,-3.5857864376268935,-66.0,0.0
56,56.0,2884,2884.0,118.39696961967,118.39696961967,0,0,0,10,5,0,0,0.0,0.0,0.0
57,57.0,3010,3010.0,127.88225099390858,127.88225099390858,0,0,0,10,5,0,0,9.485281374238582,126.0,0.0
58,58.0,3293,3293.0,147.53910524340094,147.53910524340094,0,0,0,10,5,0,0,19.656854249492355,283.0,0.0
59,59.0,3270,3270.0,131.8111831820431,131.8111831820431,0,0,0,12,6,0,0,-15.727922061357845,-23.0,0.0
60,60.0,3281,3281.0,131.9827560572969,131.9827560572969,0,0,0,12,6,0,0,0.17157287525381548,11.0,0.0
61,61.0,3264,3264.0,130.63961030678928,130.63961030678928,0,0,0,12,6,0,0,-1.343145750507631,-17.0,0.0
62,62.0,3264,3264.0,130.63961030678928,130.63961030678928,0,0,0,12,6,0,0,0.0,0.0,0.0
63,63.0,3361,3361.0,137.6396103067893,137.6396103067893,0,0,0,12,6,0,0,7.000000000000028,97.0,0.0
64,64.0,3241,3241.0,127.56854249492383,127.56854249492383,0,0,0,12,6,0,0,-10.071067811865476,-120.0,0.0
65,65.0,3511,3511.0,153.36753236814712,153.36753236814712,0,0,0,14,7,0,0,25.79898987322329,270.0,0.0
66,66.0,3630,3630.0,141.22539674441617,141.22539674441617,0,0,0,14,7,0,0,-12.142135623730951,119.0,0.0
67,67.0,3460,3460.0,129.9827560572969,129.9827560572969,0,0,0,14,7,0,0,-11.242640687119263,-170.0,0.0
68,68.0,3460,3460.0,129.9827560572969,129.9827560572969,0,0,0,14,7,0,0,0.0,0.0,0.0
69,69.0,3500,3500.0,133.0538238691624,133.0538238691624,0,0,0,14,7,0,0,3.0710678118654755,40.0,0.0
70,70.0,3604,3604.0,139.15432893255073,139.15432893255073,0,0,0,14,7,0,0,6.10050506338834,104.0,0.0
71,71.0,3906,3906.0,146.2253967444162,146.2253967444162,0,0,0,15,8,0,0,7.0710678118654755,302.0,0.0
72,72.0,3562,3562.0,136.74011537017762,136.74011537017762,0,0,0,13,7,0,0,-9.485281374238582,-344.0,0.0
73,73.0,3621,3621.0,152.74011537017765,152.74011537017765,0,0,0,11,6,0,0,16.00000000000003,59.0,0.0
74,74.0,3621,3621.0,152.74011537017765,152.74011537017765,0,0,0,11,6,0,0,0.0,0.0,0.0
75,75.0,3362,3362.0,135.66904755831214,135.66904755831214,0,0,0,11,6,0,0,-17.071067811865504,-259.0,0.0
76,76.0,3721,3721.0,140.08326112068522,140.08326112068522,0,0,0,14,7,0,0,4.414213562373078,359.0,0.0
77,77.0,3220,3220.0,128.74011537017762,128.74011537017762,0,0,0,11,6,0,0,-11.343145750507603,-501.0,0.0
78,78.0,3443,3443.0,138.0538238691624,138.0538238691624,0,0,0,13,7,0,0,9.313708498984766,223.0,0.0
79,79.0,4021,4021.0,166.02438661763952,166.02438661763952,0,0,0,12,6,0,0,27.970562748477136,578.0,0.0
80,80.0,3988,3988.0,164.02438661763952,164.02438661763952,0,0,0,12,6,0,0,-2.0,-33.0,0.0
81,81.0,3487,3487.0,132.4680374315355,132.4680374315355,0,0,0,13,7,0,0,-31.55634918610403,-501.0,0.0
82,82.0,3522,3522.0,135.71067811865476,135.71067811865476,0,0,0,13,7,0,0,3.2426406871192626,35.0,0.0
83,83.0,3515,3515.0,134.4680374315355,134.4680374315355,0,0,0,12,7,0,0,-1.2426406871192626,-7.0,0.0
84,84.0,3817,3817.0,141.6396103067893,141.6396103067893,0,0,0,16,8,0,0,7.1715728752538155,302.0,0.0
85,85.0,3540,3540.0,134.9827560572969,134.9827560572969,0,0,0,14,7,0,0,-6.6568542494923975,-277.0,0.0
86,86.0,3542,3542.0,134.9827560572969,134.9827560572969,0,0,0,14,7,0,0,0.0,2.0,0.0
87,87.0,3474,3474.0,131.81118318204312,131.81118318204312,0,0,0,12,7,0,0,-3.171572875253787,-68.0,0.0
88,88.0,3589,3589.0,139.4680374315355,139.4680374315355,0,0,0,13,7,0,0,7.656854249492369,115.0,0.0
89,89.0,3685,3685.0,146.29646455628168,146.29646455628168,0,0,0,14,7,0,0,6.8284271247461845,96.0,0.0
90,90.0,3446,3446.0,131.22539674441617,131.22539674441617,0,0,0,14,7,0,0,-15.071067811865504,-239.0,0.0
91,91.0,3544,3544.0,138.1248916810279,138.1248916810279,0,0,0,14,7,0,0,6.899494936611717,98.0,0.0
92,92.0,3543,3543.0,137.71067811865478,137.71067811865478,0,0,0,14,7,0,0,-0.41421356237310647,-1.0,0.0
93,93.0,3595,3595.0,140.539105243401,140.539105243401,0,0,0,14,7,0,0,2.828427124746213,52.0,0.0
94,94.0,3391,3391.0,127.88225099390857,127.88225099390857,0,0,0,14,7,0,0,-12.656854249492426,-204.0,0.0
95,95.0,3484,3484.0,134.4680374315355,134.4680374315355,0,0,0,14,7,0,0,6.585786437626922,93.0,0.0
96,96.0,3694,3694.0,134.4680374315355,134.4680374315355,0,0,0,15,8,0,0,0.0,210.0,0.0
97,97.0,3520,3520.0,137.1248916810279,137.1248916810279,0,0,0,14,7,0,0,2.6568542494923975,-174.0,0.0
98,98.0,3472,3472.0,134.12489168102783,134.12489168102783,0,0,0,14,7,0,0,-3.000000000000057,-48.0,0.0
99,99.0,3494,3494.0,134.46803743153546,134.46803743153546,0,0,0,14,7,0,0,0.34314575050763096,22.0,0.0
100,100.0,3526,3526.0,136.6396103067893,136.6396103067893,0,0,0,14,7,0,0,2.171572875253844,32.0,0.0
101,101.0,3572,3572.0,140.46803743153552,140.46803743153552,0,0,0,14,7,0,0,3.828427124746213,46.0,0.0
102,102.0,3776,3776.0,140.71067811865476,140.71067811865476,0,0,0,15,8,0,0,0.24264068711923414,204.0,0.0
103,103.0,3816,3816.0,142.46803743153546,142.46803743153546,0,0,0,16,8,0,0,1.757359312880709,40.0,0.0
104,104.0,3816,3816.0,142.46803743153546,142.46803743153546,0,0,0,16,8,0,0,0.0,0.0,0.0
105,105.0,3862,3862.0,144.63961030678928,144.63961030678928,0,0,0,15,8,0,0,2.1715728752538155,46.0,0.0
106,106.0,3818,3818.0,142.4680374315355,142.4680374315355,0,0,0,16,8,0,0,-2.171572875253787,-44.0,0.0
107,107.0,3657,3657.0,144.4680374315355,144.4680374315355,0,0,0,14,7,0,0,2.0,-161.0,0.0
108,108.0,3576,3576.0,139.8822509939086,139.8822509939086,0,0,0,14,7,0,0,-4.5857864376268935,-81.0,0.0
109,109.0,3717,3717.0,136.2964645562817,136.2964645562817,0,0,0,14,7,0,0,-3.5857864376268935,141.0,0.0
110,110.0,3734,3734.0,137.2964645562817,137.2964645562817,0,0,0,14,7,0,0,1.0,17.0,0.0
111,111.0,3831,3831.0,143.53910524340097,143.53910524340097,0,0,0,16,8,0,0,6.242640687119263,97.0,0.0
112,112.0,3735,3735.0,136.88225099390857,136.88225099390857,0,0,0,16,8,0,0,-6.6568542494923975,-96.0,0.0
113,113.0,3813,3813.0,141.29646455628168,141.29646455628168,0,0,0,15,8,0,0,4.4142135623731065,78.0,0.0
114,114.0,3672,3672.0,132.2253967444162,132.2253967444162,0,0,0,15,8,0,0,-9.071067811865476,-141.0,0.0
115,115.0,3817,3817.0,141.95331880577405,141.95331880577405,0,0,0,15,8,0,0,9.727922061357845,145.0,0.0
116,116.0,3852,3852.0,143.53910524340097,143.53910524340097,0,0,0,15,8,0,0,1.585786437626922,35.0,0.0
117,117.0,4163,4163.0,163.53910524340097,163.53910524340097,1,4,1,17,10,3,0,20.0,311.0,1.0
118,118.0,3474,3474.0,126.22539674441619,126.22539674441619,0,0,0,16,8,0,0,-37.31370849898478,-689.0,-1.0
119,119.0,4151,4151.0,147.71067811865478,147.71067811865478,0,0,0,17,9,0,0,21.485281374238596,677.0,0.0
120,120.0,4408,4408.0,169.71067811865478,169.71067811865478,0,0,0,17,9,0,0,22.0,257.0,0.0
121,121.0,4522,4522.0,177.36753236814712,177.36753236814712,0,0,0,18,9,0,0,7.656854249492341,114.0,0.0
122,122.0,4522,4522.0,177.36753236814712,177.36753236814712,0,0,0,18,9,0,0,0.0,0.0,0.0
123,123.0,4150,4150.0,149.88225099390857,149.88225099390857,0,0,0,18,9,0,0,-27.485281374238554,-372.0,0.0
124,124.0,4092,4092.0,145.88225099390857,145.88225099390857,0,0,0,18,9,0,0,-4.0,-58.0,0.0
125,125.0,4045,4045.0,142.4680374315355,142.4680374315355,0,0,0,18,9,0,0,-3.414213562373078,-47.0,0.0
126,126.0,4033,4033.0,144.29646455628168,144.29646455628168,0,0,0,17,9,0,0,1.8284271247461845,-12.0,0.0
127,127.0,3800,3800.0,141.0538238691624,141.0538238691624,0,0,0,16,8,0,0,-3.242640687119291,-233.0,0.0
128,128.0,3804,3804.0,141.8822509939086,141.8822509939086,0,0,0,16,8,0,0,0.8284271247462129,4.0,0.0
129,129.0,3563,3563.0,137.0538238691624,137.0538238691624,0,0,0,14,7,0,0,-4.828427124746213,-241.0,0.0
130,130.0,3770,3770.0,139.0538238691624,139.0538238691624,0,0,0,16,8,0,0,2.0,207.0,0.0
131,131.0,4237,4237.0,155.71067811865478,155.71067811865478,0,0,0,18,9,0,0,16.656854249492397,467.0,0.0
132,132.0,3961,3961.0,141.98275605729688,141.98275605729688,0,0,0,18,9,0,0,-13.727922061357901,-276.0,0.0
133,133.0,3663,3663.0,135.9827560572969,135.9827560572969,0,0,0,16,8,0,0,-5.999999999999972,-298.0,0.0
134,134.0,3663,3663.0,135.9827560572969,135.9827560572969,0,0,0,16,8,0,0,0.0,0.0,0.0
135,135.0,3509,3509.0,133.8822509939086,133.8822509939086,0,0,0,14,7,0,0,-2.1005050633883116,-154.0,0.0
136,136.0,3807,3807.0,150.19595949289334,150.19595949289334,0,0,0,14,7,0,0,16.313708498984738,298.0,0.0
137,137.0,4201,4201.0,166.8528137423857,166.8528137423857,0,0,0,16,8,0,0,16.65685424949237,394.0,0.0
138,138.0,3695,3695.0,147.29646455628168,147.29646455628168,0,0,0,14,7,0,0,-19.55634918610403,-506.0,0.0
139,139.0,3558,3558.0,139.2253967444162,139.2253967444162,0,0,0,14,7,0,0,-8.071067811865476,-137.0,0.0
140,140.0,3558,3558.0,139.2253967444162,139.2253967444162,0,0,0,14,7,0,0,0.0,0.0,0.0
141,141.0,3525,3525.0,135.63961030678928,135.63961030678928,0,0,0,14,7,0,0,-3.585786437626922,-33.0,0.0
142,142.0,3600,3600.0,151.56854249492383,151.56854249492383,0,0,0,12,6,0,0,15.928932188134553,75.0,0.0
143,143.0,3897,3897.0,158.39696961967,158.39696961967,0,0,0,13,7,0,0,6.828427124746156,297.0,0.0
144,144.0,4095,4095.0,156.2253967444162,156.2253967444162,0,0,0,15,8,0,0,-2.171572875253787,198.0,0.0
145,145.0,4189,4189.0,162.4680374315355,162.4680374315355,0,0,0,16,8,0,0,6.242640687119291,94.0,0.0
146,146.0,4193,4193.0,162.4680374315355,162.4680374315355,0,0,0,16,8,0,0,0.0,4.0,0.0
147,147.0,4216,4216.0,164.71067811865478,164.71067811865478,0,0,0,16,8,0,0,2.242640687119291,23.0,0.0
148,148.0,3965,3965.0,161.4680374315355,161.4680374315355,0,0,0,14,7,0,0,-3.242640687119291,-251.0,0.0
149,149.0,3793,3793.0,150.39696961967002,150.39696961967002,0,0,0,14,7,0,0,-11.071067811865476,-172.0,0.0
150,150.0,3795,3795.0,149.6396103067893,149.6396103067893,0,0,0,14,7,0,0,-0.757359312880709,2.0,0.0
151,151.0,4050,4050.0,166.71067811865476,166.71067811865476,0,0,0,14,7,0,0,17.071067811865447,255.0,0.0
152,152.0,4084,4084.0,168.71067811865476,168.71067811865476,0,0,0,14,7,0,0,2.0,34.0,0.0
153,153.0,3138,3138.0,132.39696961967002,132.39696961967002,0,0,0,10,5,0,0,-36.31370849898474,-946.0,0.0
154,154.0,2907,2907.0,121.56854249492382,121.56854249492382,0,0,0,10,5,0,0,-10.828427124746199,-231.0,0.0
155,155.0,3898,3898.0,169.36753236814715,169.36753236814715,0,0,0,12,6,0,0,47.798989873223334,991.0,0.0
156,156.0,4030,4030.0,179.78174593052023,179.78174593052023,0,0,0,12,6,0,0,10.414213562373078,132.0,0.0
157,157.0,3702,3702.0,146.15432893255075,146.15432893255075,0,0,0,13,7,0,0,-33.627416997969476,-328.0,0.0
158,158.0,3702,3702.0,146.15432893255075,146.15432893255075,0,0,0,13,7,0,0,0.0,0.0,0.0
159,159.0,3431,3431.0,132.5685424949238,132.5685424949238,0,0,0,13,7,0,0,-13.58578643762695,-271.0,0.0
160,160.0,3402,3402.0,127.63961030678928,127.63961030678928,0,0,0,13,7,0,0,-4.9289321881345245,-29.0,0.0
161,161.0,3717,3717.0,138.12489168102786,138.12489168102786,0,0,0,16,8,0,0,10.485281374238582,315.0,0.0
162,162.0,4063,4063.0,157.53910524340094,157.53910524340094,0,0,0,16,8,0,0,19.414213562373078,346.0,0.0
163,163.0,3758,3758.0,137.4680374315355,137.4680374315355,0,0,0,15,8,0,0,-20.071067811865447,-305.0,0.0
164,164.0,3758,3758.0,137.4680374315355,137.4680374315355,0,0,0,15,8,0,0,0.0,0.0,0.0
165,165.0,3712,3712.0,135.5685424949238,135.5685424949238,0,0,0,14,8,0,0,-1.8994949366116884,-46.0,0.0
166,166.0,3635,3635.0,128.9827560572969,128.9827560572969,0,0,0,15,8,0,0,-6.5857864376268935,-77.0,0.0
167,167.0,3391,3391.0,125.98275605729688,125.98275605729688,0,0,0,13,7,0,0,-3.0000000000000284,-244.0,0.0
168,168.0,3622,3622.0,129.91168824543144,129.91168824543144,0,0,0,14,8,0,0,3.928932188134553,231.0,0.0
169,169.0,3683,3683.0,133.39696961967002,133.39696961967002,0,0,0,14,8,0,0,3.485281374238582,61.0,0.0
170,170.0,3683,3683.0,133.39696961967002,133.39696961967002,0,0,0,14,8,0,0,0.0,0.0,0.0
171,171.0,3318,3318.0,122.91168824543144,122.91168824543144,0,0,0,12,7,0,0,-10.485281374238582,-365.0,0.0
172,172.0,3550,3550.0,124.32590180780453,124.32590180780453,0,0,0,15,8,0,0,1.4142135623730923,232.0,0.0
173,173.0,3116,3116.0,123.56854249492382,123.56854249492382,0,0,0,11,6,0,0,-0.757359312880709,-434.0,0.0
174,174.0,3033,3033.0,117.91168824543142,117.91168824543142,0,0,0,11,6,0,0,-5.6568542494923975,-83.0,0.0
175,175.0,3024,3024.0,115.49747468305833,115.49747468305833,0,0,0,11,6,0,0,-2.4142135623730923,-9.0,0.0
176,176.0,3059,3059.0,117.91168824543142,117.91168824543142,0,0,0,11,6,0,0,2.4142135623730923,35.0,0.0
177,177.0,3114,3114.0,122.91168824543144,122.91168824543144,0,0,0,11,6,0,0,5.000000000000014,55.0,0.0
178,178.0,3132,3132.0,124.56854249492382,124.56854249492382,0,0,0,11,6,0,0,1.6568542494923832,18.0,0.0
179,179.0,3372,3372.0,127.56854249492379,127.56854249492379,0,0,0,13,7,0,0,2.9999999999999716,240.0,0.0
180,180.0,3116,3116.0,123.15432893255073,123.15432893255073,0,0,0,11,6,0,0,-4.414213562373064,-256.0,0.0
181,181.0,3483,3483.0,134.81118318204312,134.81118318204312,0,0,0,13,7,0,0,11.656854249492397,367.0,0.0
182,182.0,3483,3483.0,134.81118318204312,134.81118318204312,0,0,0,13,7,0,0,0.0,0.0,0.0
183,183.0,3114,3114.0,123.15432893255071,123.15432893255071,0,0,0,11,6,0,0,-11.656854249492412,-369.0,0.0
184,184.0,3024,3024.0,116.9827560572969,116.9827560572969,0,0,0,10,6,0,0,-6.1715728752538155,-90.0,0.0
185,185.0,3143,3143.0,124.39696961967,124.39696961967,0,0,0,11,6,0,0,7.4142135623731065,119.0,0.0
186,186.0,3345,3345.0,124.56854249492382,124.56854249492382,0,0,0,13,7,0,0,0.17157287525381548,202.0,0.0
187,187.0,3426,3426.0,140.22539674441617,140.22539674441617,0,0,0,12,7,0,0,15.656854249492355,81.0,0.0
188,188.0,3426,3426.0,140.22539674441617,140.22539674441617,0,0,0,12,7,0,0,0.0,0.0,0.0
189,189.0,3578,3578.0,135.08326112068525,135.08326112068525,0,0,0,13,7,0,0,-5.142135623730923,152.0,0.0
190,190.0,3541,3541.0,137.1543289325507,137.1543289325507,0,0,0,13,7,0,0,2.071067811865447,-37.0,0.0
191,191.0,3362,3362.0,157.29646455628168,157.29646455628168,1,3,1,12,8,3,0,20.14213562373098,-179.0,1.0
192,192.0,3530,3530.0,140.3259018078045,140.3259018078045,0,0,0,12,7,0,0,-16.970562748477164,168.0,-1.0
193,193.0,3411,3411.0,134.81118318204307,134.81118318204307,0,0,0,12,7,0,0,-5.5147186257614464,-119.0,0.0
194,194.0,3411,3411.0,127.74011537017762,127.74011537017762,0,0,0,12,7,0,0,-7.071067811865447,0.0,0.0
195,195.0,3286,3286.0,119.74011537017762,119.74011537017762,0,0,0,13,7,0,0,-8.0,-125.0,0.0
196,196.0,3398,3398.0,136.74011537017762,136.74011537017762,0,0,0,11,6,0,0,17.0,112.0,0.0
197,197.0,3806,3806.0,162.8822509939086,162.8822509939086,0,0,0,11,6,0,0,26.14213562373098,408.0,0.0
198,198.0,3642,3642.0,151.32590180780454,151.32590180780454,0,0,0,11,6,0,0,-11.556349186104057,-164.0,0.0
199,199.0,4014,4014.0,164.39696961967002,164.39696961967002,0,0,0,13,7,0,0,13.071067811865476,372.0,0.0
200,200.0,3996,3996.0,162.9827560572969,162.9827560572969,0,0,0,13,7,0,0,-1.4142135623731065,-18.0,0.0
201,201.0,4114,4114.0,155.32590180780454,155.32590180780454,0,0,0,15,8,0,0,-7.656854249492369,118.0,0.0
202,202.0,4119,4119.0,172.2253967444162,172.2253967444162,0,0,0,13,7,0,0,16.89949493661166,5.0,0.0
203,203.0,3799,3799.0,151.9827560572969,151.9827560572969,0,0,0,13,7,0,0,-20.24264068711929,-320.0,0.0
204,204.0,3848,3848.0,154.05382386916241,154.05382386916241,0,0,0,13,7,0,0,2.071067811865504,49.0,0.0
205,205.0,3779,3779.0,150.2253967444162,150.2253967444162,0,0,0,13,7,0,0,-3.828427124746213,-69.0,0.0
206,206.0,3729,3729.0,148.81118318204312,148.81118318204312,0,0,0,13,7,0,0,-1.414213562373078,-50.0,0.0
207,207.0,3733,3733.0,148.81118318204312,148.81118318204312,0,0,0,13,7,0,0,0.0,4.0,0.0
208,208.0,3807,3807.0,152.56854249492383,152.56854249492383,0,0,0,13,7,0,0,3.757359312880709,74.0,0.0
209,209.0,3890,3890.0,157.39696961967002,157.39696961967002,0,0,0,13,7,0,0,4.8284271247461845,83.0,0.0
210,210.0,3991,3991.0,162.39696961967002,162.39696961967002,0,0,0,13,7,0,0,5.0,101.0,0.0
211,211.0,3700,3700.0,146.2253967444162,146.2253967444162,0,0,0,13,7,0,0,-16.171572875253815,-291.0,0.0
212,212.0,3692,3692.0,144.56854249492383,144.56854249492383,0,0,0,13,7,0,0,-1.656854249492369,-8.0,0.0
213,213.0,3720,3720.0,147.56854249492383,147.56854249492383,0,0,0,13,7,0,0,3.0,28.0,0.0
214,214.0,4004,4004.0,152.88225099390857,152.88225099390857,0,0,0,15,8,0,0,5.313708498984738,284.0,0.0
215,215.0,3997,3997.0,152.0538238691624,152.0538238691624,0,0,0,15,8,0,0,-0.8284271247461845,-7.0,0.0
216,216.0,3766,3766.0,150.81118318204312,150.81118318204312,0,0,0,13,7,0,0,-1.2426406871192626,-231.0,0.0
217,217.0,3885,3885.0,167.46803743153544,167.46803743153544,0,0,0,11,6,0,0,16.656854249492312,119.0,0.0
218,218.0,3816,3816.0,165.05382386916236,165.05382386916236,0,0,0,11,6,0,0,-2.414213562373078,-69.0,0.0
219,219.0,3826,3826.0,165.05382386916236,165.05382386916236,0,0,0,11,6,0,0,0.0,10.0,0.0
220,220.0,3750,3750.0,167.39696961966996,167.39696961966996,0,0,0,12,7,0,0,2.3431457505076025,-76.0,0.0
221,221.0,3865,3865.0,175.0538238691624,175.0538238691624,0,0,0,13,7,0,0,7.656854249492426,115.0,0.0
222,222.0,3791,3791.0,164.46803743153546,164.46803743153546,0,0,0,11,6,0,0,-10.585786437626922,-74.0,0.0
223,223.0,3955,3955.0,166.22539674441617,166.22539674441617,0,0,0,12,7,0,0,1.757359312880709,164.0,0.0
