frame,time_min,hyphal_area_px,hyphal_area_um2,hyphal_length_px,hyphal_length_um,branch_points,raw_junction_pixel_count,normalized_branch_point_count,tip_count,skan_graph_branches,skan_terminal_branches,skan_junction_to_junction_branches,length_growth_um_per_min,area_growth_um2_per_min,branch_growth_per_min
224,224.0,4040,4040.0,180.2670273047588,180.2670273047588,0,0,0,13,7,0,0,14.04163056034264,85.0,0.0
225,225.0,4040,4040.0,180.2670273047588,180.2670273047588,0,0,0,13,7,0,0,0.0,0.0,0.0
226,226.0,4013,4013.0,164.61017305526642,164.61017305526642,0,0,0,13,7,0,0,-15.656854249492397,-27.0,0.0
227,227.0,4171,4171.0,162.56854249492383,162.56854249492383,0,0,0,15,8,0,0,-2.0416305603425826,158.0,0.0
228,228.0,3884,3884.0,153.2253967444162,153.2253967444162,0,0,0,13,7,0,0,-9.343145750507631,-287.0,0.0
229,229.0,3846,3846.0,135.91168824543146,135.91168824543146,0,0,0,11,6,0,0,-17.313708498984738,-38.0,0.0
230,230.0,3470,3470.0,143.46803743153546,143.46803743153546,0,0,0,12,6,0,0,7.556349186104001,-376.0,0.0
231,231.0,3460,3460.0,143.0538238691624,143.0538238691624,0,0,0,11,6,0,0,-0.41421356237307805,-10.0,0.0
232,232.0,3419,3419.0,140.0538238691624,140.0538238691624,0,0,0,11,6,0,0,-3.0,-41.0,0.0
233,233.0,4047,4047.0,165.88225099390857,165.88225099390857,0,0,0,14,7,0,0,25.828427124746185,628.0,0.0
234,234.0,4153,4153.0,172.46803743153546,172.46803743153546,0,0,0,14,7,0,0,6.5857864376268935,106.0,0.0
235,235.0,4128,4128.0,158.63961030678928,158.63961030678928,0,0,0,16,8,0,0,-13.828427124746185,-25.0,0.0
236,236.0,3897,3897.0,158.71067811865478,158.71067811865478,0,0,0,14,7,0,0,0.07106781186550393,-231.0,0.0
237,237.0,3897,3897.0,158.71067811865478,158.71067811865478,0,0,0,14,7,0,0,0.0,0.0,0.0
238,238.0,4000,4000.0,165.12489168102786,165.12489168102786,0,0,0,14,7,0,0,6.414213562373078,103.0,0.0
239,239.0,3792,3792.0,151.8822509939086,151.8822509939086,0,0,0,14,7,0,0,-13.242640687119263,-208.0,0.0
240,240.0,3875,3875.0,160.29646455628168,160.29646455628168,0,0,0,14,7,0,0,8.414213562373078,83.0,0.0
241,241.0,3935,3935.0,177.53910524340094,177.53910524340094,0,0,0,12,6,0,0,17.242640687119263,60.0,0.0
242,242.0,3940,3940.0,170.19595949289337,170.19595949289337,0,0,0,14,7,0,0,-7.343145750507574,5.0,0.0
243,243.0,3948,3948.0,170.61017305526644,170.61017305526644,0,0,0,14,7,0,0,0.41421356237307805,8.0,0.0
244,244.0,3754,3754.0,155.81118318204312,155.81118318204312,0,0,0,14,7,0,0,-14.79898987322332,-194.0,0.0
245,245.0,3785,3785.0,162.36753236814718,162.36753236814718,0,0,0,14,7,0,0,6.5563491861040575,31.0,0.0
246,246.0,4119,4119.0,193.02438661763952,193.02438661763952,0,0,0,12,6,0,0,30.65685424949234,334.0,0.0
247,247.0,3973,3973.0,178.63961030678928,178.63961030678928,0,0,0,14,7,0,0,-14.384776310850242,-146.0,0.0
248,248.0,3932,3932.0,188.53910524340097,188.53910524340097,1,3,1,13,8,3,0,9.899494936611688,-41.0,1.0
249,249.0,3932,3932.0,188.53910524340097,188.53910524340097,1,3,1,13,8,3,0,0.0,0.0,0.0
250,250.0,3843,3843.0,175.8528137423857,175.8528137423857,0,0,0,12,6,0,0,-12.686291501015262,-89.0,-1.0
251,251.0,3800,3800.0,174.53910524340097,174.53910524340097,0,0,0,12,6,0,0,-1.313708498984738,-43.0,0.0
252,252.0,3726,3726.0,167.0538238691624,167.0538238691624,0,0,0,12,6,0,0,-7.485281374238582,-74.0,0.0
253,253.0,3649,3649.0,174.9827560572969,174.9827560572969,1,3,1,11,7,3,0,7.9289321881345245,-77.0,1.0
254,254.0,3332,3332.0,149.49747468305833,149.49747468305833,0,0,0,9,5,0,0,-25.485281374238582,-317.0,-1.0
255,255.0,3332,3332.0,149.49747468305833,149.49747468305833,0,0,0,9,5,0,0,0.0,0.0,0.0
256,256.0,3224,3224.0,148.5685424949238,148.5685424949238,0,0,0,9,5,0,0,-0.9289321881345245,-108.0,0.0
257,257.0,3213,3213.0,147.88225099390857,147.88225099390857,0,0,0,9,5,0,0,-0.6862915010152335,-11.0,0.0
258,258.0,3476,3476.0,173.71067811865473,173.71067811865473,0,0,0,9,5,0,0,25.828427124746156,263.0,0.0
259,259.0,3321,3321.0,150.98275605729688,150.98275605729688,0,0,0,11,6,0,0,-22.727922061357845,-155.0,0.0
260,260.0,3017,3017.0,127.98275605729688,127.98275605729688,0,0,0,11,6,0,0,-23.0,-304.0,0.0
261,261.0,3017,3017.0,127.98275605729688,127.98275605729688,0,0,0,11,6,0,0,0.0,0.0,0.0
262,262.0,3284,3284.0,157.71067811865476,157.71067811865476,1,4,1,13,8,3,0,29.727922061357873,267.0,1.0
263,263.0,3208,3208.0,137.05382386916241,137.05382386916241,0,0,0,14,7,0,0,-20.65685424949234,-76.0,-1.0
264,264.0,3066,3066.0,117.74011537017762,117.74011537017762,0,0,0,11,6,0,0,-19.313708498984795,-142.0,0.0
265,265.0,3103,3103.0,129.56854249492383,129.56854249492383,0,0,0,11,6,0,0,11.828427124746213,37.0,0.0
266,266.0,3135,3135.0,131.74011537017765,131.74011537017765,0,0,0,11,6,0,0,2.1715728752538155,32.0,0.0
267,267.0,3151,3151.0,132.74011537017765,132.74011537017765,0,0,0,11,6,0,0,1.0,16.0,0.0
268,268.0,3194,3194.0,141.22539674441623,141.22539674441623,0,0,0,11,6,0,0,8.485281374238582,43.0,0.0
269,269.0,3124,3124.0,126.5685424949238,126.5685424949238,0,0,0,11,6,0,0,-14.656854249492426,-70.0,0.0
270,270.0,3153,3153.0,128.56854249492383,128.56854249492383,0,0,0,11,6,0,0,2.0000000000000284,29.0,0.0
271,271.0,3166,3166.0,132.56854249492383,132.56854249492383,0,0,0,11,6,0,0,4.0,13.0,0.0
272,272.0,3314,3314.0,142.63961030678928,142.63961030678928,0,0,0,11,6,0,0,10.071067811865447,148.0,0.0
273,273.0,3314,3314.0,142.63961030678928,142.63961030678928,0,0,0,11,6,0,0,0.0,0.0,0.0
274,274.0,3499,3499.0,158.05382386916236,158.05382386916236,0,0,0,11,6,0,0,15.414213562373078,185.0,0.0
275,275.0,3615,3615.0,160.81118318204307,160.81118318204307,0,0,0,11,6,0,0,2.757359312880709,116.0,0.0
276,276.0,3362,3362.0,127.49747468305834,127.49747468305834,0,0,0,13,7,0,0,-33.313708498984724,-253.0,0.0
277,277.0,3280,3280.0,133.5685424949238,133.5685424949238,0,0,0,12,6,0,0,6.071067811865461,-82.0,0.0
278,278.0,3381,3381.0,139.39696961967,139.39696961967,0,0,0,12,6,0,0,5.8284271247461845,101.0,0.0
279,279.0,3344,3344.0,136.9827560572969,136.9827560572969,0,0,0,12,6,0,0,-2.414213562373078,-37.0,0.0
280,280.0,3326,3326.0,134.9827560572969,134.9827560572969,0,0,0,12,6,0,0,-2.0,-18.0,0.0
281,281.0,3424,3424.0,142.39696961967,142.39696961967,0,0,0,12,6,0,0,7.414213562373078,98.0,0.0
282,282.0,3301,3301.0,132.74011537017762,132.74011537017762,0,0,0,11,6,0,0,-9.656854249492369,-123.0,0.0
283,283.0,3355,3355.0,131.5685424949238,131.5685424949238,0,0,0,12,6,0,0,-1.1715728752538155,54.0,0.0
284,284.0,3582,3582.0,137.39696961967,137.39696961967,0,0,0,14,7,0,0,5.8284271247461845,227.0,0.0
285,285.0,3577,3577.0,138.39696961967,138.39696961967,0,0,0,14,7,0,0,1.0,-5.0,0.0
286,286.0,3776,3776.0,157.71067811865476,157.71067811865476,1,3,1,15,9,3,0,19.313708498984766,199.0,1.0
287,287.0,3723,3723.0,148.0538238691624,148.0538238691624,0,0,0,14,7,0,0,-9.656854249492369,-53.0,-1.0
288,288.0,3723,3723.0,160.0538238691624,160.0538238691624,0,0,0,12,6,0,0,12.0,0.0,0.0
289,289.0,3552,3552.0,147.63961030678928,147.63961030678928,0,0,0,12,6,0,0,-12.414213562373106,-171.0,0.0
290,290.0,3768,3768.0,170.12489168102786,170.12489168102786,1,3,1,13,8,3,0,22.485281374238582,216.0,1.0
291,291.0,3768,3768.0,170.12489168102786,170.12489168102786,1,3,1,13,8,3,0,0.0,0.0,0.0
292,292.0,3533,3533.0,153.71067811865476,153.71067811865476,1,3,1,13,8,3,0,-16.414213562373106,-235.0,0.0
293,293.0,3570,3570.0,149.12489168102786,149.12489168102786,0,0,0,12,6,0,0,-4.5857864376268935,37.0,-1.0
294,294.0,3860,3860.0,161.19595949289334,161.19595949289334,1,4,1,15,9,3,0,12.071067811865476,290.0,1.0
295,295.0,3771,3771.0,148.95331880577405,148.95331880577405,0,0,0,14,7,0,0,-12.242640687119291,-89.0,-1.0
296,296.0,3427,3427.0,140.2253967444162,140.2253967444162,0,0,0,12,6,0,0,-8.727922061357845,-344.0,0.0
297,297.0,3427,3427.0,140.2253967444162,140.2253967444162,0,0,0,12,6,0,0,0.0,0.0,0.0
298,298.0,3569,3569.0,137.46803743153546,137.46803743153546,0,0,0,15,8,0,0,-2.7573593128807374,142.0,0.0
299,299.0,3326,3326.0,132.81118318204312,132.81118318204312,0,0,0,13,7,0,0,-4.656854249492341,-243.0,0.0
300,300.0,3335,3335.0,129.22539674441617,129.22539674441617,0,0,0,12,6,0,0,-3.5857864376269504,9.0,0.0
301,301.0,3514,3514.0,130.5685424949238,130.5685424949238,0,0,0,14,7,0,0,1.343145750507631,179.0,0.0
302,302.0,4048,4048.0,166.46803743153544,166.46803743153544,0,0,0,14,7,0,0,35.89949493661163,534.0,0.0
303,303.0,4048,4048.0,166.46803743153544,166.46803743153544,0,0,0,14,7,0,0,0.0,0.0,0.0
304,304.0,3587,3587.0,163.88225099390854,163.88225099390854,0,0,0,10,5,0,0,-2.5857864376268935,-461.0,0.0
305,305.0,3404,3404.0,152.46803743153544,152.46803743153544,0,0,0,10,5,0,0,-11.414213562373106,-183.0,0.0
306,306.0,3008,3008.0,126.49747468305833,126.49747468305833,0,0,0,10,5,0,0,-25.970562748477107,-396.0,0.0
307,307.0,3294,3294.0,143.2253967444162,143.2253967444162,0,0,0,11,6,0,0,16.727922061357873,286.0,0.0
308,308.0,3466,3466.0,154.98275605729694,154.98275605729694,0,0,0,11,6,0,0,11.757359312880737,172.0,0.0
309,309.0,3466,3466.0,154.98275605729694,154.98275605729694,0,0,0,11,6,0,0,0.0,0.0,0.0
310,310.0,3140,3140.0,119.25483399593904,119.25483399593904,0,0,0,13,7,0,0,-35.7279220613579,-326.0,0.0
311,311.0,3202,3202.0,123.25483399593907,123.25483399593907,0,0,0,13,7,0,0,4.000000000000028,62.0,0.0
312,312.0,3354,3354.0,134.15432893255075,134.15432893255075,0,0,0,13,7,0,0,10.899494936611688,152.0,0.0
313,313.0,3423,3423.0,125.15432893255071,125.15432893255071,0,0,0,13,7,0,0,-9.000000000000043,69.0,0.0
314,314.0,3333,3333.0,123.08326112068524,123.08326112068524,0,0,0,13,7,0,0,-2.0710678118654755,-90.0,0.0
315,315.0,3333,3333.0,123.49747468305833,123.49747468305833,0,0,0,13,7,0,0,0.41421356237309226,0.0,0.0
316,316.0,3686,3686.0,149.5685424949238,149.5685424949238,0,0,0,15,8,0,0,26.071067811865476,353.0,0.0
317,317.0,3491,3491.0,138.5685424949238,138.5685424949238,0,0,0,15,8,0,0,-11.0,-195.0,0.0
318,318.0,3429,3429.0,142.74011537017765,142.74011537017765,0,0,0,13,7,0,0,4.171572875253844,-62.0,0.0
319,319.0,3448,3448.0,138.49747468305836,138.49747468305836,0,0,0,13,7,0,0,-4.242640687119291,19.0,0.0
320,320.0,3349,3349.0,135.01219330881977,135.01219330881977,0,0,0,13,7,0,0,-3.485281374238582,-99.0,0.0
321,321.0,3357,3357.0,134.84062043356596,134.84062043356596,0,0,0,12,7,0,0,-0.17157287525381548,8.0,0.0
322,322.0,3363,3363.0,135.5979797464467,135.5979797464467,0,0,0,13,7,0,0,0.7573593128807374,6.0,0.0
323,323.0,3417,3417.0,130.84062043356593,130.84062043356593,0,0,0,15,8,0,0,-4.757359312880766,54.0,0.0
324,324.0,3329,3329.0,128.59797974644664,128.59797974644664,0,0,0,15,8,0,0,-2.242640687119291,-88.0,0.0
325,325.0,3396,3396.0,130.84062043356596,130.84062043356596,0,0,0,13,7,0,0,2.2426406871193194,67.0,0.0
326,326.0,3281,3281.0,131.56854249492383,131.56854249492383,0,0,0,13,7,0,0,0.727922061357873,-115.0,0.0
327,327.0,3281,3281.0,131.56854249492383,131.56854249492383,0,0,0,13,7,0,0,0.0,0.0,0.0
328,328.0,3497,3497.0,145.29646455628168,145.29646455628168,0,0,0,13,7,0,0,13.727922061357845,216.0,0.0
329,329.0,3409,3409.0,150.46803743153546,150.46803743153546,0,0,0,12,6,0,0,5.171572875253787,-88.0,0.0
330,330.0,3471,3471.0,157.8111831820431,157.8111831820431,0,0,0,12,6,0,0,7.343145750507631,62.0,0.0
331,331.0,3263,3263.0,133.39696961967002,133.39696961967002,0,0,0,13,7,0,0,-24.414213562373078,-208.0,0.0
332,332.0,3133,3133.0,123.91168824543144,123.91168824543144,0,0,0,13,7,0,0,-9.485281374238582,-130.0,0.0
333,333.0,3133,3133.0,123.91168824543144,123.91168824543144,0,0,0,13,7,0,0,0.0,0.0,0.0
334,334.0,3325,3325.0,137.0538238691624,137.0538238691624,0,0,0,13,7,0,0,13.142135623730951,192.0,0.0
335,335.0,3107,3107.0,135.63961030678928,135.63961030678928,0,0,0,11,6,0,0,-1.4142135623731065,-218.0,0.0
336,336.0,3292,3292.0,147.9827560572969,147.9827560572969,0,0,0,11,6,0,0,12.343145750507631,185.0,0.0
337,337.0,3877,3877.0,156.0538238691624,156.0538238691624,0,0,0,12,7,0,0,8.071067811865476,585.0,0.0
338,338.0,3765,3765.0,161.8822509939086,161.8822509939086,0,0,0,13,7,0,0,5.828427124746213,-112.0,0.0
339,339.0,3765,3765.0,161.8822509939086,161.8822509939086,0,0,0,13,7,0,0,0.0,0.0,0.0
340,340.0,4158,4158.0,176.12489168102786,176.12489168102786,0,0,0,15,8,0,0,14.242640687119263,393.0,0.0
341,341.0,4017,4017.0,154.53910524340097,154.53910524340097,0,0,0,17,9,0,0,-21.585786437626894,-141.0,0.0
342,342.0,4092,4092.0,160.78174593052023,160.78174593052023,0,0,0,17,9,0,0,6.242640687119263,75.0,0.0
343,343.0,4049,4049.0,154.4680374315355,154.4680374315355,0,0,0,18,9,0,0,-6.313708498984738,-43.0,0.0
344,344.0,3901,3901.0,147.4680374315355,147.4680374315355,0,0,0,17,9,0,0,-7.0,-148.0,0.0
345,345.0,3901,3901.0,147.4680374315355,147.4680374315355,0,0,0,17,9,0,0,0.0,0.0,0.0
346,346.0,4046,4046.0,156.53910524340097,156.53910524340097,0,0,0,17,9,0,0,9.071067811865476,145.0,0.0
347,347.0,3781,3781.0,141.22539674441617,141.22539674441617,0,0,0,18,9,0,0,-15.313708498984795,-265.0,0.0
348,348.0,3966,3966.0,147.4680374315355,147.4680374315355,0,0,0,18,9,0,0,6.242640687119319,185.0,0.0
349,349.0,3896,3896.0,144.8822509939086,144.8822509939086,0,0,0,18,9,0,0,-2.5857864376268935,-70.0,0.0
350,350.0,3887,3887.0,142.63961030678928,142.63961030678928,0,0,0,18,9,0,0,-2.2426406871193194,-9.0,0.0
351,351.0,3887,3887.0,142.63961030678928,142.63961030678928,0,0,0,18,9,0,0,0.0,0.0,0.0
352,352.0,3806,3806.0,139.0538238691624,139.0538238691624,0,0,0,18,9,0,0,-3.5857864376268935,-81.0,0.0
353,353.0,3559,3559.0,136.98275605729688,136.98275605729688,0,0,0,15,8,0,0,-2.071067811865504,-247.0,0.0
354,354.0,3977,3977.0,150.0538238691624,150.0538238691624,0,0,0,18,9,0,0,13.071067811865504,418.0,0.0
355,355.0,3630,3630.0,139.88225099390857,139.88225099390857,0,0,0,15,8,0,0,-10.171572875253815,-347.0,0.0
356,356.0,3623,3623.0,137.88225099390857,137.88225099390857,0,0,0,15,8,0,0,-2.0,-7.0,0.0
357,357.0,3672,3672.0,141.88225099390857,141.88225099390857,0,0,0,15,8,0,0,4.0,49.0,0.0
358,358.0,3600,3600.0,137.0538238691624,137.0538238691624,0,0,0,15,8,0,0,-4.8284271247461845,-72.0,0.0
359,359.0,3648,3648.0,142.8822509939086,142.8822509939086,0,0,0,15,8,0,0,5.828427124746213,48.0,0.0
360,360.0,3590,3590.0,137.22539674441617,137.22539674441617,0,0,0,15,8,0,0,-5.656854249492426,-58.0,0.0
361,361.0,3513,3513.0,130.0538238691624,130.0538238691624,0,0,0,16,8,0,0,-7.171572875253787,-77.0,0.0
362,362.0,3549,3549.0,133.0538238691624,133.0538238691624,0,0,0,15,8,0,0,3.0,36.0,0.0
363,363.0,3566,3566.0,134.0538238691624,134.0538238691624,0,0,0,15,8,0,0,1.0,17.0,0.0
364,364.0,3269,3269.0,129.2253967444162,129.2253967444162,0,0,0,13,7,0,0,-4.8284271247461845,-297.0,0.0
365,365.0,3215,3215.0,127.39696961967,127.39696961967,0,0,0,13,7,0,0,-1.8284271247461987,-54.0,0.0
366,366.0,3166,3166.0,121.9827560572969,121.9827560572969,0,0,0,13,7,0,0,-5.4142135623731065,-49.0,0.0
367,367.0,3465,3465.0,154.19595949289334,154.19595949289334,0,0,0,11,6,0,0,32.21320343559644,299.0,0.0
368,368.0,3155,3155.0,133.8822509939086,133.8822509939086,0,0,0,11,6,0,0,-20.313708498984738,-310.0,0.0
369,369.0,3164,3164.0,136.2964645562817,136.2964645562817,0,0,0,11,6,0,0,2.4142135623731065,9.0,0.0
370,370.0,3255,3255.0,141.2253967444162,141.2253967444162,0,0,0,11,6,0,0,4.928932188134496,91.0,0.0
371,371.0,3339,3339.0,134.8822509939086,134.8822509939086,0,0,0,14,7,0,0,-6.3431457505076025,84.0,0.0
372,372.0,3743,3743.0,148.29646455628165,148.29646455628165,0,0,0,15,8,0,0,13.41421356237305,404.0,0.0
373,373.0,3845,3845.0,177.61017305526642,177.61017305526642,0,0,0,11,6,0,0,29.313708498984766,102.0,0.0
374,374.0,3678,3678.0,155.22539674441617,155.22539674441617,0,0,0,14,7,0,0,-22.384776310850242,-167.0,0.0
375,375.0,3642,3642.0,152.8111831820431,152.8111831820431,0,0,0,14,7,0,0,-2.414213562373078,-36.0,0.0
376,376.0,3533,3533.0,143.74011537017762,143.74011537017762,0,0,0,14,7,0,0,-9.071067811865476,-109.0,0.0
377,377.0,3756,3756.0,171.8111831820431,171.8111831820431,0,0,0,12,6,0,0,28.071067811865476,223.0,0.0
378,378.0,3522,3522.0,161.63961030678928,161.63961030678928,0,0,0,12,6,0,0,-10.171572875253815,-234.0,0.0
379,379.0,3332,3332.0,142.74011537017762,142.74011537017762,0,0,0,11,6,0,0,-18.89949493661166,-190.0,0.0
380,380.0,3430,3430.0,138.8111831820431,138.8111831820431,0,0,0,13,7,0,0,-3.9289321881345245,98.0,0.0
381,381.0,3432,3432.0,138.8111831820431,138.8111831820431,0,0,0,13,7,0,0,0.0,2.0,0.0
382,382.0,3173,3173.0,122.9827560572969,122.9827560572969,0,0,0,11,6,0,0,-15.828427124746199,-259.0,0.0
383,383.0,3408,3408.0,138.2253967444162,138.2253967444162,0,0,0,13,7,0,0,15.242640687119305,235.0,0.0
384,384.0,3048,3048.0,126.5685424949238,126.5685424949238,0,0,0,11,6,0,0,-11.656854249492397,-360.0,0.0
385,385.0,2997,2997.0,123.9827560572969,123.9827560572969,0,0,0,12,6,0,0,-2.5857864376269077,-51.0,0.0
386,386.0,3092,3092.0,131.39696961967002,131.39696961967002,0,0,0,12,6,0,0,7.414213562373121,95.0,0.0
387,387.0,3092,3092.0,131.39696961967002,131.39696961967002,0,0,0,12,6,0,0,0.0,0.0,0.0
388,388.0,2978,2978.0,124.1543289325507,124.1543289325507,0,0,0,11,6,0,0,-7.242640687119319,-114.0,0.0
389,389.0,2942,2942.0,123.9827560572969,123.9827560572969,0,0,0,11,6,0,0,-0.17157287525380127,-36.0,0.0
390,390.0,3377,3377.0,139.4680374315355,139.4680374315355,0,0,0,13,7,0,0,15.485281374238596,435.0,0.0
391,391.0,3192,3192.0,140.8822509939086,140.8822509939086,0,0,0,11,6,0,0,1.4142135623731065,-185.0,0.0
392,392.0,3452,3452.0,145.29646455628165,145.29646455628165,0,0,0,13,7,0,0,4.41421356237305,260.0,0.0
393,393.0,3452,3452.0,145.29646455628165,145.29646455628165,0,0,0,13,7,0,0,0.0,0.0,0.0
394,394.0,3239,3239.0,144.22539674441617,144.22539674441617,0,0,0,11,6,0,0,-1.0710678118654755,-213.0,0.0
395,395.0,3087,3087.0,135.63961030678928,135.63961030678928,0,0,0,11,6,0,0,-8.585786437626894,-152.0,0.0
396,396.0,3202,3202.0,141.88225099390857,141.88225099390857,0,0,0,11,6,0,0,6.242640687119291,115.0,0.0
397,397.0,2966,2966.0,127.74011537017762,127.74011537017762,0,0,0,11,6,0,0,-14.142135623730951,-236.0,0.0
398,398.0,2936,2936.0,125.91168824543142,125.91168824543142,0,0,0,11,6,0,0,-1.8284271247461987,-30.0,0.0
399,399.0,2936,2936.0,125.91168824543142,125.91168824543142,0,0,0,11,6,0,0,0.0,0.0,0.0
400,400.0,2979,2979.0,125.49747468305833,125.49747468305833,0,0,0,11,6,0,0,-0.41421356237309226,43.0,0.0
401,401.0,3165,3165.0,139.74011537017762,139.74011537017762,0,0,0,11,6,0,0,14.242640687119291,186.0,0.0
402,402.0,3272,3272.0,146.8111831820431,146.8111831820431,0,0,0,11,6,0,0,7.0710678118654755,107.0,0.0
403,403.0,3375,3375.0,142.29646455628168,142.29646455628168,0,0,0,13,7,0,0,-4.514718625761418,103.0,0.0
404,404.0,3346,3346.0,138.88225099390857,138.88225099390857,0,0,0,13,7,0,0,-3.4142135623731065,-29.0,0.0
405,405.0,3282,3282.0,135.8111831820431,135.8111831820431,0,0,0,13,7,0,0,-3.0710678118654755,-64.0,0.0
406,406.0,3282,3282.0,135.8111831820431,135.8111831820431,0,0,0,13,7,0,0,0.0,0.0,0.0
407,407.0,3241,3241.0,132.9827560572969,132.9827560572969,0,0,0,13,7,0,0,-2.8284271247461845,-41.0,0.0
408,408.0,3231,3231.0,132.8111831820431,132.8111831820431,0,0,0,13,7,0,0,-0.17157287525381548,-10.0,0.0
409,409.0,3275,3275.0,135.2253967444162,135.2253967444162,0,0,0,13,7,0,0,2.4142135623731065,44.0,0.0
410,410.0,3334,3334.0,139.0538238691624,139.0538238691624,0,0,0,13,7,0,0,3.8284271247461845,59.0,0.0
411,411.0,3581,3581.0,138.63961030678928,138.63961030678928,0,0,0,16,8,0,0,-0.41421356237310647,247.0,0.0
412,412.0,3321,3321.0,134.6396103067893,134.6396103067893,0,0,0,14,7,0,0,-3.9999999999999716,-260.0,0.0
413,413.0,3334,3334.0,138.8822509939086,138.8822509939086,0,0,0,13,7,0,0,4.242640687119291,13.0,0.0
414,414.0,3298,3298.0,136.0538238691624,136.0538238691624,0,0,0,13,7,0,0,-2.828427124746213,-36.0,0.0
415,415.0,3263,3263.0,129.74011537017765,129.74011537017765,0,0,0,13,7,0,0,-6.313708498984738,-35.0,0.0
416,416.0,3220,3220.0,128.15432893255073,128.15432893255073,0,0,0,13,7,0,0,-1.585786437626922,-43.0,0.0
417,417.0,3163,3163.0,125.32590180780453,125.32590180780453,0,0,0,13,7,0,0,-2.8284271247461987,-57.0,0.0
418,418.0,3163,3163.0,125.32590180780453,125.32590180780453,0,0,0,13,7,0,0,0.0,0.0,0.0
419,419.0,3181,3181.0,126.74011537017762,126.74011537017762,0,0,0,13,7,0,0,1.4142135623730923,18.0,0.0
420,420.0,3601,3601.0,139.9827560572969,139.9827560572969,0,0,0,15,8,0,0,13.242640687119291,420.0,0.0
421,421.0,3599,3599.0,138.8111831820431,138.8111831820431,0,0,0,15,8,0,0,-1.1715728752538155,-2.0,0.0
422,422.0,3666,3666.0,143.22539674441617,143.22539674441617,0,0,0,15,8,0,0,4.414213562373078,67.0,0.0
423,423.0,3621,3621.0,152.46803743153546,152.46803743153546,0,0,0,13,7,0,0,9.242640687119291,-45.0,0.0
424,424.0,3621,3621.0,152.46803743153546,152.46803743153546,0,0,0,13,7,0,0,0.0,0.0,0.0
425,425.0,3396,3396.0,137.9827560572969,137.9827560572969,0,0,0,13,7,0,0,-14.485281374238554,-225.0,0.0
426,426.0,3209,3209.0,123.32590180780451,123.32590180780451,0,0,0,13,7,0,0,-14.656854249492397,-187.0,0.0
427,427.0,3362,3362.0,136.63961030678928,136.63961030678928,0,0,0,14,7,0,0,13.313708498984766,153.0,0.0
428,428.0,3350,3350.0,125.98275605729691,125.98275605729691,0,0,0,14,7,0,0,-10.656854249492369,-12.0,0.0
429,429.0,3274,3274.0,130.81118318204312,130.81118318204312,0,0,0,13,7,0,0,4.828427124746213,-76.0,0.0
430,430.0,3268,3268.0,125.98275605729691,125.98275605729691,0,0,0,13,7,0,0,-4.828427124746213,-6.0,0.0
431,431.0,3272,3272.0,136.9827560572969,136.9827560572969,0,0,0,13,7,0,0,11.0,4.0,0.0
432,432.0,3305,3305.0,135.39696961967,135.39696961967,0,0,0,13,7,0,0,-1.585786437626922,33.0,0.0
433,433.0,3271,3271.0,130.74011537017765,130.74011537017765,0,0,0,13,7,0,0,-4.656854249492341,-34.0,0.0
434,434.0,3309,3309.0,131.9827560572969,131.9827560572969,0,0,0,14,7,0,0,1.2426406871192626,38.0,0.0
435,435.0,3335,3335.0,139.39696961967002,139.39696961967002,0,0,0,13,7,0,0,7.4142135623731065,26.0,0.0
436,436.0,3335,3335.0,139.39696961967002,139.39696961967002,0,0,0,13,7,0,0,0.0,0.0,0.0
437,437.0,3250,3250.0,133.5685424949238,133.5685424949238,0,0,0,13,7,0,0,-5.828427124746213,-85.0,0.0
438,438.0,3325,3325.0,136.39696961967,136.39696961967,0,0,0,13,7,0,0,2.8284271247461845,75.0,0.0
439,439.0,3404,3404.0,140.39696961967,140.39696961967,0,0,0,13,7,0,0,4.0,79.0,0.0
440,440.0,3220,3220.0,128.15432893255073,128.15432893255073,0,0,0,13,7,0,0,-12.242640687119263,-184.0,0.0
441,441.0,3272,3272.0,132.15432893255073,132.15432893255073,0,0,0,13,7,0,0,4.0,52.0,0.0
442,442.0,3272,3272.0,132.15432893255073,132.15432893255073,0,0,0,13,7,0,0,0.0,0.0,0.0
443,443.0,3283,3283.0,135.6396103067893,135.6396103067893,0,0,0,13,7,0,0,3.485281374238582,11.0,0.0
444,444.0,3298,3298.0,139.2253967444162,139.2253967444162,0,0,0,13,7,0,0,3.5857864376268935,15.0,0.0
445,445.0,3349,3349.0,139.2253967444162,139.2253967444162,0,0,0,13,7,0,0,0.0,51.0,0.0
446,446.0,3279,3279.0,127.56854249492382,127.56854249492382,0,0,0,13,7,0,0,-11.656854249492383,-70.0,0.0
447,447.0,3282,3282.0,136.63961030678928,136.63961030678928,0,0,0,13,7,0,0,9.071067811865461,3.0,0.0
448,448.0,3215,3215.0,132.22539674441623,132.22539674441623,0,0,0,13,7,0,0,-4.41421356237305,-67.0,0.0
449,449.0,3341,3341.0,152.4680374315355,152.4680374315355,0,0,0,13,7,0,0,20.242640687119263,126.0,0.0
450,450.0,3176,3176.0,134.8822509939086,134.8822509939086,0,0,0,11,6,0,0,-17.585786437626894,-165.0,0.0
451,451.0,3066,3066.0,133.8822509939086,133.8822509939086,0,0,0,11,6,0,0,-1.0,-110.0,0.0
452,452.0,2969,2969.0,127.63961030678928,127.63961030678928,0,0,0,10,5,0,0,-6.242640687119319,-97.0,0.0
