frame,label,centroid_x,centroid_y,area_px,bbox_minr,bbox_minc,bbox_maxr,bbox_maxc,track_id
0,1,572.6139935778266,349.05806996788914,29585,291,4,398,1274,1
1,1,572.6139935778266,349.05806996788914,29585,291,4,398,1274,1
2,1,572.6139935778266,349.05806996788914,29585,291,4,398,1274,1
3,7,560.0,365.0,289,355,550,376,571,1
3,1,1245.0166015625,302.95703125,1024,293,1213,314,1276,2
3,2,1184.4263959390862,303.9035532994924,394,294,1171,315,1199,3
3,3,1053.1385642737896,320.661101836394,599,307,1034,335,1073,4
3,4,956.0163043478261,320.79619565217394,368,312,943,331,970,5
3,5,386.4845360824742,324.9613402061856,388,315,373,336,401,6
3,6,278.5926966292135,331.60463483146066,1424,318,235,344,323,7
4,6,560.0,365.0,289,355,550,376,571,1
4,1,1230.1555693839452,302.46670815183575,1607,292,1181,316,1276,2
4,2,1053.9421875,319.6875,640,304,1034,335,1074,4
4,3,970.0,322.4234234234234,333,314,958,332,983,5
4,4,385.9170731707317,325.23658536585367,410,315,372,337,401,6
4,5,282.68904320987656,331.150462962963,1296,317,243,344,323,7
5,6,560.0,365.0,289,355,550,376,571,1
5,1,1234.753846153846,302.9264214046823,1495,293,1189,320,1276,2
5,2,1054.4435857805256,320.6831530139103,647,304,1035,337,1074,4
5,3,983.4319727891157,323.6496598639456,294,314,973,334,995,5
5,4,385.3989898989899,325.27525252525254,396,315,372,337,400,6
5,5,286.5337954939341,330.93414211438477,1154,318,251,344,323,7
6,6,560.0,365.0,289,355,550,376,571,1
6,1,1237.831493745401,303.4135393671817,1359,293,1196,318,1276,2
6,2,1054.4666666666667,320.1242424242424,660,303,1035,337,1074,4
6,5,997.437054631829,324.87173396674586,421,316,983,335,1013,5
6,3,385.3989898989899,325.27525252525254,396,315,372,337,400,6
6,4,288.81343943412907,330.684350132626,1131,316,254,344,324,7
7,6,560.0,365.0,289,355,550,376,571,1
7,1,1242.1270247229327,303.50383631713555,1173,291,1205,317,1276,2
7,2,1054.8922155688622,320.0928143712575,668,303,1035,337,1075,4
7,5,1007.5,327.0,214,319,999,336,1017,5
7,3,385.9162561576355,324.66995073891627,406,315,372,336,401,6
7,4,288.4277620396601,331.14825306893295,1059,318,256,344,322,7
8,6,560.0,365.0,289,355,550,376,571,1
8,1,1242.1270247229327,303.50383631713555,1173,291,1205,317,1276,2
8,2,1054.8922155688622,320.0928143712575,668,303,1035,337,1075,4
8,5,1007.5,327.0,214,319,999,336,1017,5
8,3,385.9162561576355,324.66995073891627,406,315,372,336,401,6
8,4,289.63281958295556,330.73617407071623,1103,316,256,344,324,7
9,6,560.0,365.0,289,355,550,376,571,1
9,1,1271.5291262135922,303.06310679611653,206,288,1266,317,1276,2
9,3,1048.3227990970654,319.6918735891648,886,303,1021,333,1075,5
9,4,384.93833780160855,324.83914209115284,373,315,372,336,399,6
9,5,294.7834602829162,330.8335146898803,919,316,266,344,324,7
9,2,1233.478330658106,302.40449438202245,623,293,1213,312,1255,8
10,6,560.0,365.0,289,355,550,376,571,1
10,1,1272.5246913580247,303.41358024691357,162,289,1269,319,1276,2
10,3,1053.9653543307086,318.3196850393701,635,303,1034,333,1074,5
10,4,384.9162561576355,324.66995073891627,406,315,371,336,400,6
10,5,293.63145809414465,330.5442020665901,871,318,266,343,322,7
10,2,1234.5,302.18197278911566,588,293,1215,312,1255,8
11,6,560.0,365.0,289,355,550,376,571,1
11,1,1272.6164383561643,305.5,146,292,1269,320,1276,2
11,3,1055.032,318.1472,625,302,1036,334,1074,5
11,4,385.48210023866346,324.2816229116945,419,315,371,335,401,6
11,5,292.6666666666667,331.343201754386,912,318,264,344,322,7
11,2,1233.950233281493,303.06531881804045,643,293,1213,314,1256,8
12,5,560.0,365.0,289,355,550,376,571,1
12,2,1059.0429864253394,319.2760180995475,884,304,1033,332,1085,5
12,3,384.9816513761468,324.75,436,316,370,335,401,6
12,4,292.34453781512605,330.71113445378154,952,317,263,344,322,7
12,1,1232.9819967266776,302.9721767594108,611,293,1213,314,1254,8
13,6,560.0,365.0,289,355,550,376,571,1
13,2,1052.499231950845,315.7096774193548,651,299,1033,332,1072,5
13,4,384.51789976133654,324.236276849642,419,315,370,334,400,6
13,5,292.80802603036875,331.2234273318872,922,318,264,344,322,7
13,1,1233.5,302.6734693877551,588,293,1214,313,1254,8
13,3,1088.9850299401198,318.877245508982,334,310,1077,329,1102,9
14,6,560.0,365.0,289,355,550,376,571,1
14,2,1052.499231950845,315.7096774193548,651,299,1033,332,1072,5
14,4,384.51789976133654,324.236276849642,419,315,370,334,400,6
14,5,292.80802603036875,331.2234273318872,922,318,264,344,322,7
14,1,1233.5,302.6734693877551,588,293,1214,313,1254,8
14,3,1088.9850299401198,318.877245508982,334,310,1077,329,1102,9
15,6,560.0,365.0,289,355,550,376,571,1
15,2,1052.3937125748503,315.4955089820359,668,298,1033,333,1072,5
15,4,385.01741293532336,324.2039800995025,402,315,371,334,400,6
15,5,293.668776371308,330.99261603375527,948,316,264,344,323,7
15,1,1236.5874316939892,302.46311475409834,732,292,1213,313,1261,8
15,3,1104.4253521126761,317.2112676056338,355,308,1092,328,1118,9
16,6,560.0,365.0,289,355,550,376,571,1
16,2,1051.9733124018837,315.63893249607537,637,299,1033,332,1071,5
16,4,383.98258706467664,323.8557213930348,402,315,370,334,399,6
16,5,295.6679841897233,331.151185770751,1012,316,264,344,327,7
16,1,1236.5227586206897,303.1889655172414,725,293,1213,313,1261,8
16,3,1119.9375,314.76644736842104,304,306,1109,325,1132,9
17,6,560.0,365.0,289,355,550,376,571,1
17,2,1051.8372093023256,315.87751937984495,645,299,1033,333,1071,5
17,4,384.4190231362468,324.19280205655525,389,315,371,335,399,6
17,5,296.73809523809524,331.40285714285716,1050,316,264,345,329,7
17,1,1237.5,303.56184210526317,760,295,1213,314,1263,8
17,3,1135.9834437086092,311.9205298013245,302,303,1125,322,1148,9
18,6,560.0,365.0,289,355,550,376,571,1
18,2,1051.393893129771,316.0946564885496,655,299,1032,333,1071,5
18,5,382.0431266846361,324.60107816711593,371,315,369,335,396,6
18,4,301.0092050209205,330.1430962343096,1195,313,264,345,338,7
18,1,1239.62424969988,304.03961584633856,833,295,1213,316,1267,8
18,3,1145.9850299401198,311.3502994011976,334,303,1134,321,1159,9
19,6,560.0,365.0,289,355,550,376,571,1
19,2,1051.766355140187,315.8785046728972,642,299,1033,333,1071,5
19,4,382.0431266846361,324.6469002695418,371,315,369,335,396,6
19,5,293.5385438972163,332.1509635974304,934,320,264,345,324,7
19,1,1241.618464961068,304.3759733036707,899,295,1213,317,1271,8
19,3,1160.4900849858357,308.4305949008499,353,299,1148,319,1174,9
20,6,560.0,365.0,289,355,550,376,571,1
20,2,1051.766355140187,315.8785046728972,642,299,1033,333,1071,5
20,4,382.0431266846361,324.6469002695418,371,315,369,335,396,6
20,5,293.5385438972163,332.1509635974304,934,320,264,345,324,7
20,1,1241.618464961068,304.3759733036707,899,295,1213,317,1271,8
20,3,1160.4900849858357,308.4305949008499,353,299,1148,319,1174,9
21,6,560.0,365.0,289,355,550,376,571,1
21,3,1051.75,315.825,640,299,1033,333,1071,5
21,4,384.0,324.6910755148741,437,315,369,335,400,6
21,5,293.5769230769231,331.58867521367523,936,319,264,344,324,7
21,1,1242.7129735935705,304.17451205510906,871,295,1215,317,1271,8
21,2,1171.5,306.0,288,297,1161,316,1183,9
22,6,560.0,365.0,289,355,550,376,571,1
22,3,1051.4077519379846,315.61240310077517,645,299,1032,332,1071,5
22,4,377.4288,323.2624,625,314,357,334,399,6
22,5,293.1491891891892,331.23135135135135,925,318,264,344,323,7
22,2,1240.5739030023094,303.6836027713626,866,295,1213,315,1269,8
