frame,time_min,hyphal_area_px,hyphal_area_um2,hyphal_length_px,hyphal_length_um,branch_points,tip_count,skan_graph_branches,skan_terminal_branches,skan_junction_to_junction_branches,length_growth_um_per_min,area_growth_um2_per_min,branch_growth_per_min
27,27.0,52712,52712.0,1786.1290757631339,1786.1290757631339,8,16,20,16,4,-1852.7657274770934,6492.0,-131.0
28,28.0,52656,52656.0,3668.120199984643,3668.120199984643,130,39,253,35,184,1881.9911242215092,-56.0,122.0
29,29.0,52846,52846.0,4533.6563466352145,4533.6563466352145,187,53,370,47,279,865.5361466505715,190.0,57.0
30,30.0,52944,52944.0,4847.5091603776,4847.5091603776,190,58,423,51,330,313.8528137423855,98.0,3.0
31,31.0,53044,53044.0,5184.793431625062,5184.793431625062,230,60,470,52,372,337.28427124746213,100.0,40.0
32,32.0,53431,53431.0,5578.133618782739,5578.133618782739,251,63,522,60,421,393.34018715767706,387.0,21.0
33,33.0,53698,53698.0,5546.1092321650995,5546.1092321650995,249,73,522,64,408,-32.02438661763972,267.0,-2.0
34,34.0,53777,53777.0,5891.601656214274,5891.601656214274,286,77,563,69,436,345.4924240491746,79.0,37.0
35,35.0,53908,53908.0,6343.562117694985,6343.562117694985,305,103,678,89,519,451.9604614807113,131.0,19.0
36,36.0,54340,54340.0,6390.638236140734,6390.638236140734,294,96,645,84,506,47.07611844574876,432.0,-11.0
37,37.0,54520,54520.0,6569.792565073285,6569.792565073285,307,124,693,100,538,179.15432893255092,180.0,13.0
38,38.0,54651,54651.0,6619.390544819731,6619.390544819731,310,134,695,107,529,49.59797974644607,131.0,3.0
39,39.0,55503,55503.0,6725.745883879059,6725.745883879059,318,131,703,113,530,106.35533905932789,852.0,8.0
40,40.0,55936,55936.0,7008.581453678742,7008.581453678742,331,147,756,124,573,282.83556979968307,433.0,13.0
41,41.0,56534,56534.0,7007.480948615353,7007.480948615353,333,123,734,105,579,-1.1005050633893916,598.0,2.0
42,42.0,56659,56659.0,7012.6403281817875,7012.6403281817875,336,154,751,128,564,5.159379566434836,125.0,3.0
43,43.0,56715,56715.0,7093.895162177726,7093.895162177726,333,138,750,117,576,81.2548339959385,56.0,-3.0
44,44.0,56872,56872.0,7089.711395993652,7089.711395993652,331,160,769,129,576,-4.183766184073647,157.0,-2.0
45,45.0,56817,56817.0,7298.689101417065,7298.689101417065,352,147,796,120,606,208.97770542341277,-55.0,21.0
46,46.0,57005,57005.0,7563.956128721825,7563.956128721825,361,124,833,112,669,265.2670273047597,188.0,9.0
