frame,label,centroid_x,centroid_y,area_px,bbox_minr,bbox_minc,bbox_maxr,bbox_maxc,track_id
0,1,639.5,358.9896140247496,13576,350,238,368,1042,1
1,1,639.5,358.9896140247496,13576,350,238,368,1042,1
2,1,639.5,358.9896140247496,13576,350,238,368,1042,1
3,1,99.4156604463959,151.83278448591292,2733,143,17,162,183,2
3,2,1254.78165374677,302.5064599483204,774,292,1230,313,1280,3
3,3,1182.967741935484,304.2768817204301,372,295,1170,315,1197,4
3,4,1052.738782051282,320.40705128205127,624,306,1033,335,1073,5
3,5,386.96534653465346,324.86386138613864,404,315,373,336,402,6
3,6,293.78270042194094,330.9662447257384,948,317,264,344,324,7
3,7,559.5,365.5,266,356,550,376,570,8
3,8,1173.182956456737,567.966922070641,5351,533,1110,592,1243,9
4,1,81.87695133149678,151.1368227731864,2178,132,17,166,139,2
4,2,1248.7858455882354,302.6672794117647,1088,292,1215,315,1280,3
4,3,1191.5384615384614,302.1048951048951,286,293,1181,312,1203,4
4,4,1054.0870229007633,319.2503816793893,655,303,1034,335,1074,5
4,5,386.47814910025704,324.8971722365039,389,315,373,336,401,6
4,6,292.85036880927294,331.0052687038988,949,317,263,344,323,7
4,7,559.0,366.0,289,356,549,377,570,8
4,8,1174.7840145322434,567.863578564941,5505,533,1110,592,1243,9
5,1,100.13165266106442,153.04271708683473,1428,135,72,174,138,2
5,3,1236.3076923076924,303.0794451450189,1586,293,1188,319,1280,3
5,6,983.5,324.0,286,315,973,334,995,5
5,5,385.4845360824742,324.9613402061856,388,315,372,336,400,6
5,7,291.13239719157474,331.197592778335,997,318,260,344,323,7
5,8,559.0,366.0,289,356,549,377,570,8
5,9,1174.7840145322434,567.863578564941,5505,533,1110,592,1243,9
5,2,33.5,152.0,492,143,17,162,51,10
5,4,1055.3727422003285,320.0164203612479,609,304,1037,336,1074,11
6,1,103.73521681997372,152.10643889618922,1522,132,72,174,139,2
6,3,1239.7113543091655,303.71614227086184,1462,294,1195,319,1280,3
6,7,995.9628252788104,325.24163568773236,269,317,986,335,1007,5
6,5,385.4845360824742,324.9613402061856,388,315,372,336,400,6
6,6,291.6763565891473,330.74612403100775,1032,316,260,344,324,7
6,8,559.0569395017793,365.6334519572954,281,356,549,376,570,8
6,9,1174.7840145322434,567.863578564941,5505,533,1110,592,1243,9
6,2,33.5,152.0,492,143,17,162,51,10
6,4,1055.2015267175573,319.6793893129771,655,303,1036,337,1075,11
7,1,98.07483492296404,152.59280997798973,1363,133,71,173,136,2
7,3,1273.3987915407854,303.41993957703926,331,287,1265,318,1280,3
7,5,1055.3808095952024,319.4617691154423,667,302,1036,337,1075,5
7,6,385.5,324.5,424,314,371,336,401,6
7,7,292.1751751751752,331.2642642642643,999,317,261,344,324,7
7,8,559.0569395017793,365.6334519572954,281,356,549,376,570,8
7,9,1174.7840145322434,567.863578564941,5505,533,1110,592,1243,9
7,2,33.5,152.0,492,143,17,162,51,10
7,4,1229.0,302.7522580645161,775,294,1204,312,1255,12
8,1,98.07483492296404,152.59280997798973,1363,133,71,173,136,2
8,3,1273.3987915407854,303.41993957703926,331,287,1265,318,1280,3
8,5,1055.3808095952024,319.4617691154423,667,302,1036,337,1075,5
8,6,385.5,324.5,424,314,371,336,401,6
8,7,292.1751751751752,331.2642642642643,999,317,261,344,324,7
8,8,559.0569395017793,365.6334519572954,281,356,549,376,570,8
8,9,1174.7840145322434,567.863578564941,5505,533,1110,592,1243,9
8,2,33.5,152.0,492,143,17,162,51,10
8,4,1229.0,302.7522580645161,775,294,1204,312,1255,12
9,1,103.29716399506782,150.42046855733662,1622,132,71,173,139,2
9,3,1273.8544891640868,304.26006191950466,323,289,1266,321,1280,3
9,5,1047.9020902090208,319.5016501650165,909,303,1020,333,1075,5
9,6,385.4858490566038,324.46462264150944,424,314,371,336,401,6
9,7,294.7836919592299,331.10419026047566,883,317,268,344,323,7
9,8,559.0,366.0,289,356,549,377,570,8
9,9,1174.7840145322434,567.863578564941,5505,533,1110,592,1243,9
9,2,33.5,152.0,492,143,17,162,51,10
9,4,1233.4446130500758,302.3353566009105,659,292,1212,313,1256,12
10,1,99.09661835748793,152.56038647342996,1242,136,72,172,136,2
10,3,1274.7721088435374,301.8537414965986,294,285,1269,319,1280,3
10,5,1053.4907692307693,318.4923076923077,650,303,1033,333,1074,5
10,6,384.4190231362468,324.74293059125966,389,315,371,336,399,6
10,7,292.6706783369803,331.4442013129103,914,318,264,344,322,7
10,8,559.0,366.0,289,356,549,377,570,8
10,9,1174.7840145322434,567.863578564941,5505,533,1110,592,1243,9
10,2,33.5,152.0,492,143,17,162,51,10
10,4,1236.0671936758893,302.0849802371541,506,293,1219,313,1254,12
11,1,104.06056527590847,151.37483176312247,1486,132,72,172,139,2
11,4,1055.5744,317.6352,625,301,1037,334,1074,5
11,5,385.4392764857881,324.2764857881137,387,315,372,335,400,6
11,6,293.3185567010309,331.4072164948454,970,317,263,345,324,7
11,7,559.0,366.0,289,356,549,377,570,8
11,8,1174.7840145322434,567.863578564941,5505,533,1110,592,1243,9
11,2,33.5,152.0,492,143,17,162,51,10
11,3,1234.8929188255613,302.6545768566494,579,293,1216,314,1255,12
12,1,75.48469891411649,152.68509378084897,2026,137,17,166,134,2
12,3,1053.5252679938744,315.6125574272588,653,299,1034,332,1073,5
12,4,383.5438144329897,324.6185567010309,388,315,370,335,398,6
12,5,293.3956611570248,331.35330578512395,968,317,263,344,324,7
12,6,559.5,365.5,266,356,550,376,570,8
12,7,1174.7840145322434,567.863578564941,5505,533,1110,592,1243,9
12,2,1233.0277264325323,302.2402957486137,541,292,1215,313,1252,12
13,1,81.8589685075308,152.15837517115472,2191,132,17,166,139,2
13,3,1052.8370253164558,315.4651898734177,632,299,1034,332,1072,5
13,4,384.5580736543909,324.1529745042493,353,315,372,334,398,6
13,5,293.61340206185565,331.63917525773195,970,319,263,344,325,7
13,6,559.5,365.5,266,356,550,376,570,8
